0; 13311; 1; 128; 2; 1; 7.73105; 8; 4.52865; 0.0208975
1; 2407; 0.905421; 57; 0; 1; 0.750603; 4; 1.46824; 0.0149963
2; 975; 0.921369; 117; 2; 1; 7.6544; 9; 4.88554; 0.0344102
3; 810; 0.920474; 58; 2; 4; 9.52666; 8; 1.43114; 0.0703806
4; 333; 0.760851; 142; 0; 5; 4.11995; 4; 1.86325; 0.0485334
5; 116; 0.94056; 37; 2; 2; 8.75434; 7; 5.21053; 0.0349466
6; 98; 0.958287; 0; 0; 4; 6.00717; 4; 1.04082; 0.028589
7; 48; 0.937435; 101; 0; 5; 4.35759; 8; 24; 0.0134272
8; 47; 0.943668; 81; 0; 4; 0.775801; 7; 6; 0.0900718
9; 41; 0.927877; 27; 2; 5; 8.15994; 8; 1.6875; 0.0576455
10; 26; 0.973375; 95; 1; 2; 8.21763; 8; 1.54545; 0.0976254
11; 10; 0.776171; 117; 1; 2; 4.70446; 7; 1.4; 0.376834
12; 6; 0.35054; -1; -1; -1; -1; -1; -1; -1
12; 4; 0.472533; -1; -1; -1; -1; -1; -1; -1
11; 16; 0.937987; 56; 2; 2; 7.78173; 9; 5; 0.112151
12; 14; 0.943812; 29; 2; 1; 8.59186; 8; 3; 0.126688
13; 11; 0.888103; 53; 0; 5; 2.01493; 3; 3.33333; 0.257775
14; 2; 0; -1; -1; -1; -1; -1; -1; -1
14; 9; 0.770401; -1; -1; -1; -1; -1; -1; -1
13; 3; 0.556868; -1; -1; -1; -1; -1; -1; -1
12; 2; 0; -1; -1; -1; -1; -1; -1; -1
10; 15; 0.691449; 7; 2; 1; 5.99263; 9; 4.66667; 0.175737
11; 13; 0.595053; 93; 2; 0; 7.67609; 9; 6.5; 0.126927
12; 12; 0.507136; 113; 0; 5; 0.0676403; 6; 1.33333; 0.089096
13; 5; 0; -1; -1; -1; -1; -1; -1; -1
13; 7; 0.71664; -1; -1; -1; -1; -1; -1; -1
12; 1; 0; -1; -1; -1; -1; -1; -1; -1
11; 2; 0; -1; -1; -1; -1; -1; -1; -1
9; 6; 0.346008; -1; -1; -1; -1; -1; -1; -1
8; 1; 0; -1; -1; -1; -1; -1; -1; -1
7; 50; 0.92227; 95; 2; 4; 8.00448; 9; 16.3333; 0.015624
8; 48; 0.918383; 56; 0; 3; 1.86669; 3; 4.55556; 0.039688
9; 8; 0.783052; -1; -1; -1; -1; -1; -1; -1
9; 40; 0.897824; 122; 0; 4; 8.54618; 7; 1; 0.0232611
10; 20; 0.943116; 16; 1; 2; 8.24802; 6; 2.66667; 0.200868
11; 5; 0.403435; -1; -1; -1; -1; -1; -1; -1
11; 15; 0.855185; 1; 2; 0; 9.05064; 9; 3.25; 0.161818
12; 12; 0.866709; 78; 0; 5; 0.269912; 8; 1; 0.382466
13; 6; 0.343486; -1; -1; -1; -1; -1; -1; -1
13; 6; 0.625; -1; -1; -1; -1; -1; -1; -1
12; 3; 0; -1; -1; -1; -1; -1; -1; -1
10; 20; 0.806009; 1; 1; 0; 9.75285; 9; 3.4; 0.111626
11; 4; 0; -1; -1; -1; -1; -1; -1; -1
11; 16; 0.867979; 18; 2; 0; 6.3697; 7; 5; 0.0995118
12; 2; 0; -1; -1; -1; -1; -1; -1; -1
12; 14; 0.878248; 133; 0; 5; 2.3296; 3; 4.33333; 0.151409
13; 12; 0.847979; 65; 0; 0; 6.45489; 5; 1.33333; 0.116872
14; 7; 0.969166; -1; -1; -1; -1; -1; -1; -1
14; 5; 0.397826; -1; -1; -1; -1; -1; -1; -1
13; 2; 0; -1; -1; -1; -1; -1; -1; -1
8; 2; 0.624959; -1; -1; -1; -1; -1; -1; -1
6; 18; 0.618835; 117; 1; 1; 8.27684; 9; 1; 0.125045
7; 9; 0.24713; -1; -1; -1; -1; -1; -1; -1
7; 9; 0.74045; -1; -1; -1; -1; -1; -1; -1
5; 217; 0.590308; 2; 0; 2; 4.54782; 8; 1.88158; 0.105849
6; 75; 0.942659; 76; 1; 5; 7.71098; 7; 1.48387; 0.00900827
7; 30; 0.927486; 49; 0; 3; 7.41716; 5; 1.90909; 0.136521
8; 10; 0.822458; 102; 0; 3; 2.09373; 8; 1.4; 0.366369
9; 6; 0.343486; -1; -1; -1; -1; -1; -1; -1
9; 4; 0.624994; -1; -1; -1; -1; -1; -1; -1
8; 20; 0.775219; 54; 0; 5; 0.867229; 5; 1.44444; 0.0409715
9; 8; 0.820431; -1; -1; -1; -1; -1; -1; -1
9; 12; 0.676792; 123; 0; 2; 9.71408; 4; 1.33333; 0.0998169
10; 5; 0.599864; -1; -1; -1; -1; -1; -1; -1
10; 7; 0.560625; -1; -1; -1; -1; -1; -1; -1
7; 45; 0.93776; 66; 1; 0; 5.76696; 9; 14.6667; 0.0414113
8; 43; 0.938039; 42; 0; 3; 3.498; 3; 1.64706; 0.0888685
9; 27; 0.819299; 84; 2; 2; 8.88152; 8; 3.14286; 0.077611
