0; 13229; 1; 1; 0; 5; 7.62094; 5; 3.70854; 0.0831525
1; 10420; 0.977818; 11; 1; 0; 7.9219; 4; 5.66368; 0.0203608
2; 1563; 0.854601; 63; 0; 2; 9.05654; 7; 11.3228; 0.0175183
3; 1437; 0.840836; 9; 2; 3; 9.98199; 9; 13.8351; 0.00862017
4; 96; 0.801038; 130; 1; 2; 9.52666; 8; 1.33333; 0.0184497
5; 41; 0.723109; 84; 2; 5; 9.44896; 8; 20.5; 0.0367094
6; 1; 0; -1; -1; -1; -1; -1; -1; -1
6; 40; 0.703559; 105; 1; 5; 6.49287; 7; 6; 0.059851
7; 35; 0.677887; 36; 0; 2; 6.00717; 4; 11.3333; 0.09274
8; 33; 0.620611; 5; 2; 1; 7.47754; 6; 6; 0.154632
9; 29; 0.530252; 1; 2; 3; 8.7031; 8; 14.5; 0.051625
10; 28; 0.495721; 29; 0; 4; 2.53198; 4; 1.72727; 0.153384
11; 18; 0.129414; 1; 0; 0; 1.85035; 7; 1.22222; 0.00926447
12; 10; 0; -1; -1; -1; -1; -1; -1; -1
12; 8; 0.270338; -1; -1; -1; -1; -1; -1; -1
11; 10; 0.725598; 117; 2; 1; 7.78173; 9; 1; 0.175406
12; 5; 0.404455; -1; -1; -1; -1; -1; -1; -1
12; 5; 0.69593; -1; -1; -1; -1; -1; -1; -1
10; 1; 0; -1; -1; -1; -1; -1; -1; -1
9; 4; 0; -1; -1; -1; -1; -1; -1; -1
8; 2; 0; -1; -1; -1; -1; -1; -1; -1
7; 5; 0.404455; -1; -1; -1; -1; -1; -1; -1
5; 55; 0.826928; 105; 0; 4; 8.44438; 3; 1.11111; 0.0704702
6; 26; 0.837767; 129; 2; 5; 8.3291; 6; 13; 0.0358648
7; 25; 0.833978; 106; 2; 5; 9.89088; 8; 2.375; 0.0295086
8; 18; 0.799495; 127; 1; 0; 4.44394; 8; 4; 0.255557
9; 3; 0; -1; -1; -1; -1; -1; -1; -1
9; 15; 0.652726; 46; 0; 0; 5.77444; 7; 1.83333; 0.169189
10; 5; 0; -1; -1; -1; -1; -1; -1; -1
10; 10; 0.725305; 141; 1; 4; 9.02736; 7; 3; 0.192372
11; 2; 0; -1; -1; -1; -1; -1; -1; -1
11; 8; 0.666167; -1; -1; -1; -1; -1; -1; -1
8; 7; 0.817262; -1; -1; -1; -1; -1; -1; -1
7; 1; 0; -1; -1; -1; -1; -1; -1; -1
6; 29; 0.683561; 84; 0; 2; 6.22276; 7; 14.5; 0.0617465
7; 28; 0.644022; 9; 0; 4; 7.67609; 6; 2.33333; 0.113743
8; 20; 0.509118; 144; 0; 3; 0.87737; 8; 10; 0.0926236
9; 19; 0.438415; 117; 1; 0; 7.91739; 6; 1.33333; 0.0663442
10; 8; 0; -1; -1; -1; -1; -1; -1; -1
10; 11; 0.642668; 1; 0; 1; 9.76753; 7; 3.33333; 0.174839
11; 2; 0.624964; -1; -1; -1; -1; -1; -1; -1
11; 9; 0.43291; -1; -1; -1; -1; -1; -1; -1
9; 1; 0; -1; -1; -1; -1; -1; -1; -1
8; 8; 0.583179; -1; -1; -1; -1; -1; -1; -1
7; 1; 0; -1; -1; -1; -1; -1; -1; -1
4; 1341; 0.834448; 16; 0; 2; 6.07921; 5; 1.25714; 0.285233
5; 747; 0.733871; 141; 1; 0; 3.86269; 9; 18.7105; 0.00582098
6; 37; 0.858284; 77; 2; 1; 8.54618; 8; 3.33333; 0.172072
7; 29; 0.801125; 59; 2; 2; 9.05064; 9; 3.42857; 0.0766995
8; 6; 0.90222; -1; -1; -1; -1; -1; -1; -1
