0; 13419; 1; 56; 1; 1; 8.14385; 6; 10.0098; 0.00202978
1; 12201; 0.999797; 63; 0; 4; 7.62094; 5; 4.52672; 0.0366849
2; 9994; 0.991673; 80; 0; 3; 4.78447; 8; 1.3377; 0.191422
3; 5719; 0.841575; 62; 1; 2; 2.99779; 9; 28.0406; 0.0171866
4; 196; 0.650219; 74; 2; 0; 9.98199; 9; 38.6; 0.0160925
5; 192; 0.637495; 100; 2; 2; 8.15903; 6; 47.5; 0.02399
6; 189; 0.623244; 6; 1; 4; 8.41307; 5; 7.68182; 0.0106657
7; 168; 0.661937; 111; 2; 2; 6.7995; 8; 12.0769; 0.0148303
8; 12; 0; -1; -1; -1; -1; -1; -1; -1
8; 156; 0.696884; 80; 2; 3; 7.47754; 8; 2.7619; 0.0233151
9; 115; 0.754493; 99; 0; 2; 0.930201; 8; 1.20755; 0.0449711
10; 63; 0.651461; 78; 1; 0; 8.21763; 8; 4.41667; 0.0464227
11; 11; 0.36689; 121; 2; 4; 6.01767; 8; 1.16667; 0.0953469
12; 5; 0.597396; -1; -1; -1; -1; -1; -1; -1
12; 6; 0; -1; -1; -1; -1; -1; -1; -1
11; 52; 0.655416; 65; 1; 2; 8.9429; 9; 5.75; 0.0696187
12; 7; 0; -1; -1; -1; -1; -1; -1; -1
12; 45; 0.676921; 61; 2; 1; 8.59186; 8; 1.04348; 0.166097
13; 23; 0.580166; 133; 0; 4; 2.24334; 6; 2.125; 0.00468159
14; 7; 0.51086; -1; -1; -1; -1; -1; -1; -1
14; 16; 0.603757; 61; 0; 1; 3.60088; 6; 2.6; 0.216313
15; 12; 0.360576; 22; 0; 1; 9.89088; 3; 1.8; 0.025187
16; 4; 0.464474; -1; -1; -1; -1; -1; -1; -1
16; 8; 0.270847; -1; -1; -1; -1; -1; -1; -1
15; 4; 0.468046; -1; -1; -1; -1; -1; -1; -1
13; 22; 0.43833; 133; 0; 1; 5.62358; 7; 7; 0.149166
14; 2; 0; -1; -1; -1; -1; -1; -1; -1
14; 20; 0.31808; 141; 1; 0; 5.15043; 4; 10; 0.0949259
15; 1; 0; -1; -1; -1; -1; -1; -1; -1
15; 19; 0.234899; 25; 1; 0; 5.99263; 7; 4.25; 0.0242364
16; 3; 0.554998; -1; -1; -1; -1; -1; -1; -1
16; 16; 0.1461; 128; 2; 2; 7.67609; 8; 8; 0.1461
17; 1; 0; -1; -1; -1; -1; -1; -1; -1
17; 15; 0; -1; -1; -1; -1; -1; -1; -1
10; 52; 0.779866; 57; 0; 5; 8.90463; 8; 5; 0.0396686
11; 44; 0.825644; 20; 0; 3; 0.0676403; 6; 8.2; 0.0451927
12; 40; 0.780448; 142; 2; 1; 8.00448; 9; 5; 0.0855724
13; 34; 0.755358; 59; 2; 3; 8.54618; 8; 17; 0.0350873
14; 1; 0; -1; -1; -1; -1; -1; -1; -1
14; 33; 0.742097; 32; 1; 4; 3.16288; 9; 6; 0.0421452
15; 29; 0.796497; 42; 2; 4; 9.45242; 9; 6.75; 0.126988
16; 3; 0; -1; -1; -1; -1; -1; -1; -1
16; 26; 0.74676; 9; 2; 1; 5.0151; 7; 3.66667; 0.0712268
17; 5; 0; -1; -1; -1; -1; -1; -1; -1
17; 21; 0.836374; 58; 2; 5; 6.45489; 6; 1.09091; 0.0295815
18; 10; 0.695546; 15; 1; 4; 9.14741; 8; 5; 0.144321
19; 9; 0.612472; -1; -1; -1; -1; -1; -1; -1
19; 1; 0; -1; -1; -1; -1; -1; -1; -1
18; 11; 0.907926; 95; 0; 3; 6.24569; 8; 1.6; 0.227545
19; 7; 0.712031; -1; -1; -1; -1; -1; -1; -1
