0; 13244; 1; 67; 1; 2; 8.14385; 6; 5.10134; 0.0204075
1; 2170; 0.895469; 1; 0; 0; 7.62094; 5; 1.16766; 0.0572531
2; 1001; 0.687842; 90; 0; 2; 4.78447; 8; 7.28926; 0.012443
3; 120; 0.70201; 91; 0; 5; 0.750603; 4; 39.6667; 0.0136268
4; 2; 0; -1; -1; -1; -1; -1; -1; -1
4; 118; 0.70005; 133; 0; 2; 9.05654; 7; 1.6087; 0.180886
5; 45; 0.339833; 54; 2; 3; 9.98199; 9; 2.61538; 0.0228059
6; 33; 0.210332; 139; 0; 3; 2.70783; 9; 2.88889; 0.0675244
7; 8; 0.589083; -1; -1; -1; -1; -1; -1; -1
7; 25; 0; -1; -1; -1; -1; -1; -1; -1
6; 12; 0.610438; 119; 1; 4; 1.8396; 8; 1; 0.230457
7; 6; 0; -1; -1; -1; -1; -1; -1; -1
7; 6; 0.759962; -1; -1; -1; -1; -1; -1; -1
5; 73; 0.629711; 119; 0; 3; 4.11995; 4; 2; 0.114295
6; 49; 0.496568; 87; 1; 1; 4.51901; 9; 2.1875; 0.116953
7; 34; 0.207926; 97; 1; 1; 6.7995; 7; 1.57143; 0.00973461
8; 21; 0.320881; 39; 0; 2; 4.35759; 8; 1.3; 0.0307755
9; 9; 0; -1; -1; -1; -1; -1; -1; -1
9; 12; 0.507684; 91; 2; 3; 7.47754; 8; 1.8; 0.113721
10; 8; 0.278451; -1; -1; -1; -1; -1; -1; -1
10; 4; 0.624988; -1; -1; -1; -1; -1; -1; -1
8; 13; 0; -1; -1; -1; -1; -1; -1; -1
7; 15; 0.768777; 31; 2; 0; 8.7031; 9; 4.66667; 0.086663
8; 2; 0; -1; -1; -1; -1; -1; -1; -1
8; 13; 0.787054; 22; 0; 0; 5.23632; 4; 6.5; 0.0625299
9; 1; 0; -1; -1; -1; -1; -1; -1; -1
9; 12; 0.784902; 13; 0; 2; 0.0165157; 5; 1; 0.469821
10; 6; 0.63016; -1; -1; -1; -1; -1; -1; -1
10; 6; 0; -1; -1; -1; -1; -1; -1; -1
6; 24; 0.553898; 19; 0; 5; 3.33208; 8; 1.16667; 0.325707
7; 13; 0; -1; -1; -1; -1; -1; -1; -1
7; 11; 0.497872; 129; 2; 4; 8.44438; 9; 1.16667; 0.15697
8; 5; 0; -1; -1; -1; -1; -1; -1; -1
8; 6; 0.624988; -1; -1; -1; -1; -1; -1; -1
3; 881; 0.671774; 135; 2; 4; 6.26572; 9; 2.03436; 0.0152947
4; 290; 0.714972; 5; 1; 1; 6.36207; 8; 2.94595; 0.0418564
5; 73; 0.474942; 1; 0; 4; 2.01493; 3; 2.26087; 0.000333898
6; 51; 0.489027; 1; 0; 5; 7.30132; 7; 2.78571; 0.0111416
7; 13; 0.653944; 93; 2; 3; 9.02736; 7; 2; 0.186521
8; 9; 0.467761; -1; -1; -1; -1; -1; -1; -1
8; 4; 0.46666; -1; -1; -1; -1; -1; -1; -1
7; 38; 0.417656; 54; 0; 2; 7.67609; 6; 1.35294; 0.0404869
8; 22; 0.544106; 15; 1; 1; 7.95127; 9; 7; 0.116073
9; 2; 0; -1; -1; -1; -1; -1; -1; -1
9; 20; 0.470836; 84; 0; 3; 0.0676403; 6; 1.75; 0.292948
10; 13; 0; -1; -1; -1; -1; -1; -1; -1
10; 7; 0.508252; -1; -1; -1; -1; -1; -1; -1
8; 16; 0.14763; 138; 1; 5; 6.13941; 7; 8; 0.000667087
9; 15; 0.15676; 74; 2; 0; 9.30645; 8; 1.83333; 0.0227142
10; 10; 0; -1; -1; -1; -1; -1; -1; -1
10; 5; 0.402139; -1; -1; -1; -1; -1; -1; -1
9; 1; 0; -1; -1; -1; -1; -1; -1; -1
6; 22; 0.441182; 61; 2; 2; 7.26796; 9; 3; 0.0386453
7; 5; 0; -1; -1; -1; -1; -1; -1; -1
7; 17; 0.52093; 75; 0; 4; 3.77357; 9; 2.8; 0.384157
8; 13; 0.178857; 131; 2; 0; 7.46292; 9; 2.75; 0.0502728
9; 3; 0.557198; -1; -1; -1; -1; -1; -1; -1
9; 10; 0; -1; -1; -1; -1; -1; -1; -1
8; 4; 0; -1; -1; -1; -1; -1; -1; -1
5; 217; 0.739782; 48; 0; 4; 3.56919; 6; 10.5263; 0.01156
6; 18; 0.814786; 1; 1; 4; 5.52958; 7; 5.66667; 0.141287
7; 16; 0.757685; 1; 1; 0; 6.69082; 4; 1.25; 0.270172
8; 9; 0.86669; -1; -1; -1; -1; -1; -1; -1
8; 7; 0; -1; -1; -1; -1; -1; -1; -1
7; 2; 0; -1; -1; -1; -1; -1; -1; -1
6; 199; 0.720392; 58; 1; 0; 4.8322; 6; 5.28125; 0.0202036
7; 31; 0.600979; 12; 0; 5; 3.98323; 9; 2; 0.449695
8; 10; 0.22896; 13; 1; 4; 9.39195; 8; 2; 0.0610922
9; 7; 0; -1; -1; -1; -1; -1; -1; -1
9; 3; 0.559559; -1; -1; -1; -1; -1; -1; -1
8; 21; 0.114296; 2; 1; 5; 5.17059; 8; 1.3; 0.00774079
9; 9; 0.248628; -1; -1; -1; -1; -1; -1; -1
9; 12; 0; -1; -1; -1; -1; -1; -1; -1
7; 168; 0.718495; 61; 1; 0; 8.35275; 5; 7.5; 0.0432662
8; 19; 0.123664; 1; 0; 4; 9.71408; 4; 3.2; 0.0254194
9; 15; 0; -1; -1; -1; -1; -1; -1; -1
9; 4; 0.46666; -1; -1; -1; -1; -1; -1; -1
8; 149; 0.745562; 134; 2; 0; 8.86351; 8; 2.43182; 0.0123462
9; 43; 0.697821; 136; 1; 2; 7.34347; 4; 21.5; 0.042
10; 1; 0; -1; -1; -1; -1; -1; -1; -1
10; 42; 0.671435; 126; 1; 3; 9.07346; 8; 1.58824; 0.0611719
11; 26; 0.626042; 7; 0; 4; 9.6799; 7; 2.11111; 0.289142
12; 8; 0.509736; -1; -1; -1; -1; -1; -1; -1
12; 18; 0.260085; 86; 1; 2; 5.3254; 8; 4; 0.0326332
13; 3; 0.557198; -1; -1; -1; -1; -1; -1; -1
13; 15; 0.161503; 140; 0; 0; 6.58999; 4; 1.125; 0.014179
14; 8; 0; -1; -1; -1; -1; -1; -1; -1
14; 7; 0.315693; -1; -1; -1; -1; -1; -1; -1
11; 16; 0.584623; 1; 2; 4; 8.96448; 9; 2; 0.204721
12; 5; 0.402139; -1; -1; -1; -1; -1; -1; -1
12; 11; 0.369794; 39; 1; 1; 9.41356; 5; 5.5; 0.166703
13; 1; 0; -1; -1; -1; -1; -1; -1; -1
13; 10; 0.223401; 75; 0; 0; 0.327359; 8; 1.4; 0.0367366
14; 4; 0.46666; -1; -1; -1; -1; -1; -1; -1
14; 6; 0; -1; -1; -1; -1; -1; -1; -1
9; 106; 0.747575; 119; 0; 2; 2.05264; 4; 4.14286; 0.0427118
10; 86; 0.769519; 92; 1; 2; 8.83696; 9; 21; 0.0215394
11; 3; 0; -1; -1; -1; -1; -1; -1; -1
11; 83; 0.775015; 1; 0; 0; 6.05133; 7; 1.65625; 0.049793
12; 31; 0.752882; 130; 1; 0; 8.72619; 8; 7.25; 0.12671
13; 3; 0; -1; -1; -1; -1; -1; -1; -1
13; 28; 0.693261; 27; 0; 2; 7.86588; 8; 9; 0.127987
14; 2; 0; -1; -1; -1; -1; -1; -1; -1
14; 26; 0.608757; 113; 1; 0; 9.57617; 8; 8.33333; 0.125743
15; 24; 0.523265; 67; 0; 4; 1.9946; 6; 1.36364; 0.100519
16; 14; 0.169302; 117; 1; 4; 7.97095; 4; 3; 0.049301
17; 11; 0; -1; -1; -1; -1; -1; -1; -1
17; 3; 0.560003; -1; -1; -1; -1; -1; -1; -1
16; 10; 0.777568; 29; 0; 0; 8.92388; 8; 2; 0.207811
17; 3; 0; -1; -1; -1; -1; -1; -1; -1
17; 7; 0.813939; -1; -1; -1; -1; -1; -1; -1
15; 2; 0; -1; -1; -1; -1; -1; -1; -1
12; 52; 0.708732; 60; 1; 1; 2.78615; 8; 1.7; 0.0379594
13; 19; 0.680647; 98; 1; 0; 5.77945; 9; 1.1; 0.259763
14; 9; 0.248628; -1; -1; -1; -1; -1; -1; -1
14; 10; 0.575913; 62; 2; 0; 8.67884; 7; 1.4; 0.11454
15; 4; 0.624988; -1; -1; -1; -1; -1; -1; -1
15; 6; 0.352297; -1; -1; -1; -1; -1; -1; -1
13; 33; 0.665087; 43; 0; 2; 4.33471; 9; 7.75; 0.0245033
14; 3; 0; -1; -1; -1; -1; -1; -1; -1
14; 30; 0.704642; 44; 2; 1; 4.0524; 9; 1.13333; 0.25914
15; 14; 0; -1; -1; -1; -1; -1; -1; -1
15; 16; 0.835317; 119; 2; 4; 8.84191; 9; 2; 0.0950673
16; 5; 0.40584; -1; -1; -1; -1; -1; -1; -1
16; 11; 0.892254; 1; 1; 3; 2.5106; 6; 1.6; 0.228317
17; 4; 0.476803; -1; -1; -1; -1; -1; -1; -1
17; 7; 0.77087; -1; -1; -1; -1; -1; -1; -1
10; 20; 0.426842; 64; 0; 5; 5.63799; 9; 1.44444; 0.0466729
