id,depth,n_node_samples,impurity,value
151,15,15,0.155555,"[1,0,0,0,14]"
152,16,9,0,"[0,0,0,0,9]"
153,16,6,0.347222,"[1,0,0,0,5]"
154,14,2,0.625,"[1,0,1,0,0]"
155,13,9,0.833333,"[1,0,1,3,4]"
156,10,72,0.889275,"[19,26,3,3,21]"
157,11,67,0.862664,"[19,25,1,2,20]"
158,12,14,0.420918,"[3,0,0,0,11]"
159,13,11,0,"[0,0,0,0,11]"
160,13,3,0,"[3,0,0,0,0]"
161,12,53,0.819687,"[16,25,1,2,9]"
162,13,33,0.661157,"[8,21,0,2,2]"
163,14,2,0.625,"[1,0,0,0,1]"
164,14,31,0.60614,"[7,21,0,2,1]"
165,15,5,0,"[0,5,0,0,0]"
166,15,26,0.676775,"[7,16,0,2,1]"
167,16,16,0.498047,"[3,12,0,0,1]"
168,17,12,0.364583,"[1,10,0,0,1]"
169,18,1,0,"[1,0,0,0,0]"
170,18,11,0.206611,"[0,10,0,0,1]"
171,19,10,0,"[0,10,0,0,0]"
172,19,1,0,"[0,0,0,0,1]"
173,17,4,0.625,"[2,2,0,0,0]"
174,16,10,0.8,"[4,4,0,2,0]"
175,13,20,0.84375,"[8,4,1,0,7]"
176,14,11,0.805785,"[1,4,1,0,5]"
177,15,10,0.8,"[1,3,1,0,5]"
178,15,1,0,"[0,1,0,0,0]"
179,14,9,0.432099,"[7,0,0,0,2]"
180,11,5,0.9,"[0,1,2,1,1]"
181,9,117,0.898897,"[21,29,9,9,49]"
182,10,45,0.906173,"[15,10,6,0,14]"
183,11,30,0.880556,"[9,4,5,0,12]"
184,12,11,0.640496,"[0,3,1,0,7]"
185,13,3,0,"[0,0,0,0,3]"
186,13,8,0.742188,"[0,3,1,0,4]"
187,12,19,0.8241,"[9,1,4,0,5]"
188,13,7,0.306122,"[6,0,0,0,1]"
189,13,12,0.885417,"[3,1,4,0,4]"
190,14,5,0.6,"[0,0,3,0,2]"
191,14,7,0.867347,"[3,1,1,0,2]"
192,11,15,0.822222,"[6,6,1,0,2]"
193,12,2,0.625,"[0,0,1,0,1]"
194,12,13,0.710059,"[6,6,0,0,1]"
195,13,10,0.675,"[3,6,0,0,1]"
196,13,3,0,"[3,0,0,0,0]"
197,10,72,0.837191,"[6,19,3,9,35]"
198,11,16,0.517578,"[0,1,2,1,12]"
199,12,15,0.422222,"[0,1,2,0,12]"
200,13,14,0.318877,"[0,1,1,0,12]"
201,14,1,0,"[0,1,0,0,0]"
202,14,13,0.177515,"[0,0,1,0,12]"
203,15,12,0,"[0,0,0,0,12]"
204,15,1,0,"[0,0,1,0,0]"
205,13,1,0,"[0,0,1,0,0]"
206,12,1,0,"[0,0,0,1,0]"
207,11,56,0.869738,"[6,18,1,8,23]"
208,12,5,0,"[0,5,0,0,0]"
209,12,51,0.866013,"[6,13,1,8,23]"
210,13,48,0.85395,"[6,10,1,8,23]"
211,14,40,0.765625,"[4,7,1,5,23]"
212,15,17,0.908304,"[3,6,0,5,3]"
213,16,7,0.714286,"[0,1,0,4,2]"
214,16,10,0.8,"[3,5,0,1,1]"
215,15,23,0.297731,"[1,1,1,0,20]"
216,16,4,0.78125,"[1,0,1,0,2]"
217,16,19,0.124654,"[0,1,0,0,18]"
218,17,17,0,"[0,0,0,0,17]"
219,17,2,0.625,"[0,1,0,0,1]"
220,14,8,0.820312,"[2,3,0,3,0]"
221,13,3,0,"[0,3,0,0,0]"
222,8,194,0.604541,"[52,5,129,0,8]"
223,9,153,0.387885,"[22,0,125,0,6]"
224,10,143,0.360776,"[19,0,119,0,5]"
225,11,20,0.64375,"[7,0,12,0,1]"
226,12,6,0.555556,"[4,0,2,0,0]"
227,12,14,0.548469,"[3,0,10,0,1]"
228,13,13,0.473373,"[2,0,10,0,1]"
229,14,9,0,"[0,0,9,0,0]"
230,14,4,0.78125,"[2,0,1,0,1]"
231,13,1,0,"[1,0,0,0,0]"
232,11,123,0.290832,"[12,0,107,0,4]"
233,12,11,0.826446,"[4,0,3,0,4]"
234,13,5,0.6,"[3,0,2,0,0]"
235,13,6,0.625,"[1,0,1,0,4]"
236,12,112,0.165816,"[8,0,104,0,0]"
237,13,100,0.0727501,"[3,0,97,0,0]"
238,14,3,0.555556,"[1,0,2,0,0]"
239,14,97,0.0504836,"[2,0,95,0,0]"
240,15,94,0.0263129,"[1,0,93,0,0]"
241,16,93,0,"[0,0,93,0,0]"
242,16,1,0,"[1,0,0,0,0]"
243,15,3,0.555556,"[1,0,2,0,0]"
244,13,12,0.607639,"[5,0,7,0,0]"
245,14,11,0.578512,"[4,0,7,0,0]"
246,15,4,0,"[0,0,4,0,0]"
247,15,7,0.612245,"[4,0,3,0,0]"
248,14,1,0,"[1,0,0,0,0]"
249,10,10,0.675,"[3,0,6,0,1]"
250,9,41,0.547293,"[30,5,4,0,2]"
251,10,15,0.811111,"[7,5,2,0,1]"
252,11,13,0.843195,"[5,5,2,0,1]"
253,12,3,0.555556,"[2,0,0,0,1]"
254,12,10,0.775,"[3,5,2,0,0]"
255,11,2,0,"[2,0,0,0,0]"
256,10,26,0.262574,"[23,0,2,0,1]"
257,11,4,0.78125,"[1,0,2,0,1]"
258,11,22,0,"[22,0,0,0,0]"
259,6,447,0.856743,"[105,12,130,14,186]"
260,7,55,0.659504,"[32,2,20,0,1]"
261,8,28,0.245536,"[25,1,2,0,0]"
262,9,2,0.625,"[1,1,0,0,0]"
263,9,26,0.177515,"[24,0,2,0,0]"
264,10,23,0,"[23,0,0,0,0]"
265,10,3,0.555556,"[1,0,2,0,0]"
266,8,27,0.606996,"[7,1,18,0,1]"
267,9,25,0.528,"[6,0,18,0,1]"
268,10,13,0.695266,"[5,0,7,0,1]"
269,11,9,0.432099,"[2,0,7,0,0]"
270,11,4,0.46875,"[3,0,0,0,1]"
271,10,12,0.190972,"[1,0,11,0,0]"
272,11,8,0,"[0,0,8,0,0]"
273,11,4,0.46875,"[1,0,3,0,0]"
274,9,2,0.625,"[1,1,0,0,0]"
275,7,392,0.827406,"[73,10,110,14,185]"
276,8,292,0.750639,"[34,6,74,13,165]"
277,9,268,0.701576,"[22,4,68,12,162]"
278,10,89,0.770105,"[10,0,30,4,45]"
279,11,55,0.609091,"[2,0,13,3,37]"
280,12,25,0.788,"[2,0,7,3,13]"
281,13,1,0,"[0,0,0,1,0]"
282,13,24,0.759549,"[2,0,7,2,13]"
283,14,7,0.867347,"[1,0,3,2,1]"
284,14,17,0.553633,"[1,0,4,0,12]"
285,15,7,0.612245,"[0,0,4,0,3]"
286,15,10,0.225,"[1,0,0,0,9]"
287,12,30,0.4,"[0,0,6,0,24]"
288,13,26,0.177515,"[0,0,2,0,24]"
289,14,4,0.46875,"[0,0,1,0,3]"
290,14,22,0.108471,"[0,0,1,0,21]"
291,15,21,0,"[0,0,0,0,21]"
292,15,1,0,"[0,0,1,0,0]"
293,13,4,0,"[0,0,4,0,0]"
294,11,34,0.79801,"[8,0,17,1,8]"
295,12,30,0.836111,"[8,0,13,1,8]"
296,13,8,0.664062,"[5,0,2,0,1]"
297,13,22,0.785124,"[3,0,11,1,7]"
298,14,8,0.820312,"[3,0,3,0,2]"
299,14,14,0.67602,"[0,0,8,1,5]"
300,15,7,0.561225,"[0,0,1,1,5]"
301,15,7,0,"[0,0,7,0,0]"
302,12,4,0,"[0,0,4,0,0]"
303,10,179,0.650885,"[12,4,38,8,117]"
304,11,38,0.91759,"[9,3,13,2,11]"
305,12,7,0.561225,"[0,0,1,1,5]"
306,12,31,0.897503,"[9,3,12,1,6]"
307,13,7,0.612245,"[0,0,3,0,4]"
308,13,24,0.868056,"[9,3,9,1,2]"
309,14,3,0,"[3,0,0,0,0]"
310,14,21,0.878685,"[6,3,9,1,2]"
311,15,13,0.724852,"[2,1,8,1,1]"
312,16,2,0.625,"[1,0,0,0,1]"
313,16,11,0.557851,"[1,1,8,1,0]"
314,17,9,0.246914,"[0,0,8,1,0]"
315,17,2,0.625,"[1,1,0,0,0]"
316,15,8,0.820312,"[4,2,1,0,1]"
317,11,141,0.501358,"[3,1,25,6,106]"
318,12,116,0.431778,"[2,0,18,4,92]"
319,13,15,0.622222,"[0,0,8,0,7]"
320,14,7,0.306122,"[0,0,1,0,6]"
321,14,8,0.273438,"[0,0,7,0,1]"
322,13,101,0.349966,"[2,0,10,4,85]"
323,14,100,0.33425,"[2,0,9,4,85]"
324,15,86,0.138251,"[1,0,0,4,81]"
325,16,2,0.625,"[1,0,0,1,0]"
326,16,84,0.0860969,"[0,0,0,3,81]"
327,17,56,0.126754,"[0,0,0,3,53]"
328,18,50,0.0490001,"[0,0,0,1,49]"
329,19,7,0.306122,"[0,0,0,1,6]"
330,19,43,0,"[0,0,0,0,43]"
331,18,6,0.555556,"[0,0,0,2,4]"
332,17,28,0,"[0,0,0,0,28]"
333,15,14,0.625,"[1,0,9,0,4]"
334,16,6,0.763889,"[1,0,2,0,3]"
335,16,8,0.273438,"[0,0,7,0,1]"
336,14,1,0,"[0,0,1,0,0]"
337,12,25,0.748,"[1,1,7,2,14]"
338,13,10,0.85,"[1,1,5,2,1]"
339,13,15,0.288889,"[0,0,2,0,13]"
340,14,12,0,"[0,0,0,0,12]"
341,14,3,0.555556,"[0,0,2,0,1]"
342,9,24,0.828993,"[12,2,6,1,3]"
343,10,19,0.8241,"[10,2,3,1,3]"
344,11,17,0.752595,"[10,2,1,1,3]"
345,12,8,0.273438,"[7,1,0,0,0]"
346,12,9,0.925926,"[3,1,1,1,3]"
347,11,2,0,"[0,0,2,0,0]"
348,10,5,0.6,"[2,0,3,0,0]"
349,8,100,0.84575,"[39,4,36,1,20]"
350,9,51,0.605536,"[13,0,34,0,4]"
351,10,50,0.592,"[12,0,34,0,4]"
352,11,6,0.555556,"[4,0,2,0,0]"
353,11,44,0.53719,"[8,0,32,0,4]"
354,12,39,0.384615,"[5,0,32,0,2]"
355,13,37,0.348795,"[5,0,31,0,1]"
356,14,34,0.20545,"[2,0,31,0,1]"
357,15,27,0.253772,"[2,0,24,0,1]"
358,16,26,0.181213,"[1,0,24,0,1]"
359,17,24,0.0998263,"[0,0,23,0,1]"
360,18,5,0.4,"[0,0,4,0,1]"
361,18,19,0,"[0,0,19,0,0]"
362,17,2,0.625,"[1,0,1,0,0]"
363,16,1,0,"[1,0,0,0,0]"
364,15,7,0,"[0,0,7,0,0]"
365,14,3,0,"[3,0,0,0,0]"
366,13,2,0.625,"[0,0,1,0,1]"
367,12,5,0.6,"[3,0,0,0,2]"
368,10,1,0,"[1,0,0,0,0]"
369,9,49,0.753853,"[26,4,2,1,16]"
370,10,22,0.847107,"[9,3,1,1,8]"
371,11,14,0.841837,"[2,3,1,1,7]"
372,12,1,0,"[0,1,0,0,0]"
373,12,13,0.813609,"[2,2,1,1,7]"
374,13,7,0.918367,"[2,2,0,1,2]"
375,13,6,0.347222,"[0,0,1,0,5]"
376,11,8,0.273438,"[7,0,0,0,1]"
377,10,27,0.641289,"[17,1,1,0,8]"
378,11,18,0.555556,"[13,1,1,0,3]"
379,12,10,0.425,"[8,0,1,0,1]"
380,12,8,0.664062,"[5,1,0,0,2]"
381,11,9,0.617284,"[4,0,0,0,5]"
382,5,316,0.636617,"[210,34,60,0,12]"
383,6,93,0.561047,"[67,13,10,0,3]"
384,7,71,0.487998,"[54,12,2,0,3]"
385,8,54,0.564986,"[38,12,1,0,3]"
386,9,53,0.549128,"[38,11,1,0,3]"
387,10,4,0.9375,"[1,1,1,0,1]"
388,10,49,0.483132,"[37,10,0,0,2]"
389,11,8,0.46875,"[2,6,0,0,0]"
390,11,41,0.324212,"[35,4,0,0,2]"
391,12,40,0.282812,"[35,3,0,0,2]"
392,13,22,0.108471,"[21,0,0,0,1]"
393,14,3,0.555556,"[2,0,0,0,1]"
394,14,19,0,"[19,0,0,0,0]"
395,13,18,0.455247,"[14,3,0,0,1]"
396,14,7,0.306122,"[6,0,0,0,1]"
397,14,11,0.495868,"[8,3,0,0,0]"
398,15,1,0,"[0,1,0,0,0]"
399,15,10,0.4,"[8,2,0,0,0]"
400,12,1,0,"[0,1,0,0,0]"
401,9,1,0,"[0,1,0,0,0]"
402,8,17,0.138408,"[16,0,1,0,0]"
403,9,14,0,"[14,0,0,0,0]"
404,9,3,0.555556,"[2,0,1,0,0]"
405,7,22,0.645661,"[13,1,8,0,0]"
406,8,12,0.190972,"[11,0,1,0,0]"
407,9,6,0,"[6,0,0,0,0]"
408,9,6,0.347222,"[5,0,1,0,0]"
409,8,10,0.575,"[2,1,7,0,0]"
410,6,223,0.660027,"[143,21,50,0,9]"
411,7,216,0.641343,"[141,16,50,0,9]"
412,8,33,0.33517,"[28,3,0,0,2]"
413,9,15,0.522222,"[11,3,0,0,1]"
414,10,10,0.675,"[6,3,0,0,1]"
415,10,5,0,"[5,0,0,0,0]"
416,9,18,0.131173,"[17,0,0,0,1]"
417,10,7,0.306122,"[6,0,0,0,1]"
418,10,11,0,"[11,0,0,0,0]"
419,8,183,0.671937,"[113,13,50,0,7]"
420,9,98,0.458403,"[77,8,8,0,5]"
421,10,13,0,"[13,0,0,0,0]"
422,10,85,0.514879,"[64,8,8,0,5]"
423,11,12,0.555556,"[4,8,0,0,0]"
424,12,3,0,"[0,3,0,0,0]"
425,12,9,0.617284,"[4,5,0,0,0]"
426,11,73,0.384688,"[60,0,8,0,5]"
427,12,1,0,"[0,0,1,0,0]"
428,12,72,0.364101,"[60,0,7,0,5]"
429,13,35,0.134694,"[33,0,2,0,0]"
430,14,8,0.46875,"[6,0,2,0,0]"
431,14,27,0,"[27,0,0,0,0]"
432,13,37,0.538714,"[27,0,5,0,5]"
433,14,1,0,"[0,0,0,0,1]"
434,14,36,0.50733,"[27,0,5,0,4]"
435,15,10,0.725,"[5,0,1,0,4]"
436,15,26,0.325444,"[22,0,4,0,0]"
437,16,22,0.206611,"[20,0,2,0,0]"
438,17,11,0.371901,"[9,0,2,0,0]"
439,18,6,0,"[6,0,0,0,0]"
440,18,5,0.6,"[3,0,2,0,0]"
441,17,11,0,"[11,0,0,0,0]"
442,16,4,0.625,"[2,0,2,0,0]"
443,9,85,0.715571,"[36,5,42,0,2]"
444,10,31,0.55411,"[22,1,7,0,1]"
445,11,25,0.416,"[20,1,4,0,0]"
446,12,18,0.131173,"[17,1,0,0,0]"
447,13,5,0.4,"[4,1,0,0,0]"
448,13,13,0,"[13,0,0,0,0]"
449,12,7,0.612245,"[3,0,4,0,0]"
450,11,6,0.763889,"[2,0,3,0,1]"
451,10,54,0.633573,"[14,4,35,0,1]"
452,11,2,0,"[2,0,0,0,0]"
453,11,52,0.609282,"[12,4,35,0,1]"
454,12,38,0.484765,"[10,0,28,0,0]"
455,13,15,0.155555,"[1,0,14,0,0]"
456,14,9,0,"[0,0,9,0,0]"
457,14,6,0.347222,"[1,0,5,0,0]"
458,13,23,0.595463,"[9,0,14,0,0]"
459,14,11,0.371901,"[9,0,2,0,0]"
460,15,4,0.625,"[2,0,2,0,0]"
461,15,7,0,"[7,0,0,0,0]"
462,14,12,0,"[0,0,12,0,0]"
463,12,14,0.803571,"[2,4,7,0,1]"
464,13,10,0.6,"[1,1,7,0,1]"
465,13,4,0.46875,"[1,3,0,0,0]"
466,7,7,0.510204,"[2,5,0,0,0]"
467,4,624,0.576088,"[163,1,427,1,32]"
468,5,573,0.558906,"[141,1,401,1,29]"
469,6,516,0.50228,"[101,0,385,1,29]"
470,7,470,0.42165,"[65,0,376,1,28]"
471,8,468,0.416016,"[63,0,376,1,28]"
472,9,142,0.22627,"[11,0,128,0,3]"
473,10,127,0.16585,"[8,0,118,0,1]"
474,11,6,0.347222,"[5,0,0,0,1]"
475,11,121,0.0604469,"[3,0,118,0,0]"
476,12,26,0.255177,"[3,0,23,0,0]"
477,13,16,0.380859,"[3,0,13,0,0]"
478,14,2,0.625,"[1,0,1,0,0]"
479,14,14,0.306122,"[2,0,12,0,0]"
480,15,8,0,"[0,0,8,0,0]"
481,15,6,0.555556,"[2,0,4,0,0]"
482,13,10,0,"[0,0,10,0,0]"
483,12,95,0,"[0,0,95,0,0]"
484,10,15,0.622222,"[3,0,10,0,2]"
485,11,7,0,"[0,0,7,0,0]"
486,11,8,0.820312,"[3,0,3,0,2]"
487,9,326,0.487434,"[52,0,248,1,25]"
488,10,34,0.570934,"[24,0,6,0,4]"
489,11,11,0.805785,"[5,0,3,0,3]"
490,12,10,0.775,"[5,0,3,0,2]"
491,12,1,0,"[0,0,0,0,1]"
492,11,23,0.373346,"[19,0,3,0,1]"
493,12,6,0.763889,"[3,0,2,0,1]"
494,12,17,0.138408,"[16,0,1,0,0]"
495,13,9,0,"[9,0,0,0,0]"
496,13,8,0.273438,"[7,0,1,0,0]"
497,10,292,0.373458,"[28,0,242,1,21]"
498,11,288,0.352075,"[24,0,242,1,21]"
499,12,23,0.557656,"[6,0,16,0,1]"
500,13,6,0.763889,"[3,0,2,0,1]"
501,13,17,0.363322,"[3,0,14,0,0]"
502,14,7,0.612245,"[3,0,4,0,0]"
503,14,10,0,"[0,0,10,0,0]"
504,12,265,0.327946,"[18,0,226,1,20]"
505,13,12,0.763889,"[2,0,6,0,4]"
506,14,5,0.4,"[0,0,1,0,4]"
507,14,7,0.510204,"[2,0,5,0,0]"
508,13,253,0.294802,"[16,0,220,1,16]"
509,14,193,0.159467,"[9,0,180,0,4]"
510,15,4,0.625,"[0,0,2,0,2]"
511,15,189,0.138294,"[9,0,178,0,2]"
512,16,62,0.221774,"[5,0,56,0,1]"
513,17,56,0.126754,"[3,0,53,0,0]"
514,18,55,0.0876033,"[2,0,53,0,0]"
515,19,18,0.246914,"[2,0,16,0,0]"
516,20,14,0,"[0,0,14,0,0]"
517,20,4,0.625,"[2,0,2,0,0]"
518,19,37,0,"[0,0,37,0,0]"
519,18,1,0,"[1,0,0,0,0]"
520,17,6,0.763889,"[2,0,3,0,1]"
521,16,127,0.0951701,"[4,0,122,0,1]"
522,17,16,0.273438,"[2,0,14,0,0]"
523,18,7,0.510204,"[2,0,5,0,0]"
524,18,9,0,"[0,0,9,0,0]"
525,17,111,0.0661472,"[2,0,108,0,1]"
526,18,57,0.126193,"[2,0,54,0,1]"
527,19,11,0.206611,"[0,0,10,0,1]"
528,20,4,0.46875,"[0,0,3,0,1]"
529,20,7,0,"[0,0,7,0,0]"
530,19,46,0.10397,"[2,0,44,0,0]"
531,20,27,0.171468,"[2,0,25,0,0]"
532,21,4,0.46875,"[1,0,3,0,0]"
533,21,23,0.10397,"[1,0,22,0,0]"
534,22,5,0.4,"[1,0,4,0,0]"
535,22,18,0,"[0,0,18,0,0]"
536,20,19,0,"[0,0,19,0,0]"
537,18,54,0,"[0,0,54,0,0]"
538,14,60,0.627083,"[7,0,40,1,12]"
539,15,25,0.78,"[3,0,9,1,12]"
540,16,8,0.78125,"[2,0,4,0,2]"
541,16,17,0.700692,"[1,0,5,1,10]"
542,17,4,0.46875,"[1,0,3,0,0]"
543,17,13,0.473373,"[0,0,2,1,10]"
544,18,6,0.555556,"[0,0,2,0,4]"
545,18,7,0.306122,"[0,0,0,1,6]"
546,15,35,0.253061,"[4,0,31,0,0]"
547,16,1,0,"[1,0,0,0,0]"
548,16,34,0.201125,"[3,0,31,0,0]"
549,17,24,0.0998263,"[1,0,23,0,0]"
550,18,3,0.555556,"[1,0,2,0,0]"
551,18,21,0,"[0,0,21,0,0]"
552,17,10,0.4,"[2,0,8,0,0]"
553,11,4,0,"[4,0,0,0,0]"
554,8,2,0,"[2,0,0,0,0]"
555,7,46,0.435964,"[36,0,9,0,1]"
556,8,43,0.388048,"[35,0,7,0,1]"
557,9,5,0,"[5,0,0,0,0]"
558,9,38,0.427632,"[30,0,7,0,1]"
559,10,32,0.48584,"[24,0,7,0,1]"
560,11,31,0.437045,"[24,0,7,0,0]"
561,12,13,0,"[13,0,0,0,0]"
562,12,18,0.594136,"[11,0,7,0,0]"
563,13,2,0,"[0,0,2,0,0]"
564,13,16,0.537109,"[11,0,5,0,0]"
565,14,5,0,"[5,0,0,0,0]"
566,14,11,0.619835,"[6,0,5,0,0]"
567,15,7,0.510204,"[2,0,5,0,0]"
568,15,4,0,"[4,0,0,0,0]"
569,11,1,0,"[0,0,0,0,1]"
570,10,6,0,"[6,0,0,0,0]"
571,8,3,0.555556,"[1,0,2,0,0]"
572,6,57,0.535549,"[40,1,16,0,0]"
573,7,37,0.348795,"[31,1,5,0,0]"
