id,depth,n_node_samples,impurity,value
49,21,10,0.225,"[0,1,0,0,9]"
50,19,1,0,"[0,0,1,0,0]"
51,17,2,0.625,"[0,0,0,1,1]"
52,16,13,0.650887,"[1,0,4,0,8]"
53,17,10,0.425,"[1,0,1,0,8]"
54,17,3,0,"[0,0,3,0,0]"
55,14,114,0.500731,"[2,0,84,1,27]"
56,15,100,0.47225,"[2,0,76,1,21]"
57,16,29,0.606421,"[0,0,17,0,12]"
58,17,2,0,"[0,0,0,0,2]"
59,17,27,0.58299,"[0,0,17,0,10]"
60,18,5,0,"[0,0,5,0,0]"
61,18,22,0.619835,"[0,0,12,0,10]"
62,19,3,0,"[0,0,3,0,0]"
63,19,19,0.623269,"[0,0,9,0,10]"
64,20,8,0.273438,"[0,0,1,0,7]"
65,20,11,0.495868,"[0,0,8,0,3]"
66,21,4,0.625,"[0,0,2,0,2]"
67,21,7,0.306122,"[0,0,6,0,1]"
68,16,71,0.365503,"[2,0,59,1,9]"
69,17,57,0.437827,"[2,0,45,1,9]"
70,18,23,0.723062,"[2,0,13,1,7]"
71,19,1,0,"[1,0,0,0,0]"
72,19,22,0.681818,"[1,0,13,1,7]"
73,20,15,0.422222,"[1,0,12,0,2]"
74,21,8,0.273438,"[1,0,7,0,0]"
75,21,7,0.510204,"[0,0,5,0,2]"
76,20,7,0.561225,"[0,0,1,1,5]"
77,18,34,0.138408,"[0,0,32,0,2]"
78,19,4,0.625,"[0,0,2,0,2]"
79,19,30,0,"[0,0,30,0,0]"
80,17,14,0,"[0,0,14,0,0]"
81,15,14,0.612245,"[0,0,8,0,6]"
82,16,6,0.555556,"[0,0,2,0,4]"
83,16,8,0.46875,"[0,0,6,0,2]"
84,11,23,0.949905,"[5,3,8,5,2]"
85,12,8,0.625,"[0,0,4,4,0]"
86,12,15,0.944444,"[5,3,4,1,2]"
87,13,9,0.771605,"[5,1,0,1,2]"
88,13,6,0.555556,"[0,2,4,0,0]"
89,10,1388,0.455884,"[7,61,30,1085,205]"
90,11,1172,0.214601,"[1,58,1,1064,48]"
91,12,904,0.174987,"[0,33,0,837,34]"
92,13,852,0.161468,"[0,32,0,794,26]"
93,14,829,0.130136,"[0,19,0,784,26]"
94,15,184,0.270262,"[0,6,0,162,16]"
95,16,168,0.0860969,"[0,6,0,162,0]"
96,17,144,0.0509982,"[0,3,0,141,0]"
97,18,54,0.131173,"[0,3,0,51,0]"
98,19,7,0.510204,"[0,2,0,5,0]"
99,19,47,0.0520599,"[0,1,0,46,0]"
100,20,5,0.4,"[0,1,0,4,0]"
101,20,42,0,"[0,0,0,42,0]"
102,18,90,0,"[0,0,0,90,0]"
103,17,24,0.273438,"[0,3,0,21,0]"
104,18,22,0.206611,"[0,2,0,20,0]"
105,19,13,0.325444,"[0,2,0,11,0]"
106,20,8,0.46875,"[0,2,0,6,0]"
107,20,5,0,"[0,0,0,5,0]"
108,19,9,0,"[0,0,0,9,0]"
109,18,2,0.625,"[0,1,0,1,0]"
110,16,16,0,"[0,0,0,0,16]"
111,15,645,0.0867496,"[0,13,0,622,10]"
112,16,4,0.46875,"[0,1,0,0,3]"
113,16,641,0.0724176,"[0,12,0,622,7]"
114,17,8,0.46875,"[0,0,0,2,6]"
115,17,633,0.0503633,"[0,12,0,620,1]"
116,18,85,0.213149,"[0,8,0,77,0]"
117,19,3,0.555556,"[0,1,0,2,0]"
118,19,82,0.195196,"[0,7,0,75,0]"
119,20,8,0.585938,"[0,3,0,5,0]"
120,20,74,0.127831,"[0,4,0,70,0]"
121,21,58,0.0832343,"[0,2,0,56,0]"
122,22,32,0,"[0,0,0,32,0]"
123,22,26,0.177515,"[0,2,0,24,0]"
124,23,14,0.306122,"[0,2,0,12,0]"
125,24,12,0,"[0,0,0,12,0]"
126,24,2,0,"[0,2,0,0,0]"
127,23,12,0,"[0,0,0,12,0]"
128,21,16,0.273438,"[0,2,0,14,0]"
129,22,14,0.165816,"[0,1,0,13,0]"
130,23,2,0.625,"[0,1,0,1,0]"
131,23,12,0,"[0,0,0,12,0]"
132,22,2,0.625,"[0,1,0,1,0]"
133,18,548,0.0226354,"[0,4,0,543,1]"
134,19,532,0.0186821,"[0,3,0,528,1]"
135,20,45,0.054321,"[0,1,0,44,0]"
136,21,23,0.10397,"[0,1,0,22,0]"
137,22,19,0,"[0,0,0,19,0]"
138,22,4,0.46875,"[0,1,0,3,0]"
139,21,22,0,"[0,0,0,22,0]"
140,20,487,0.0153265,"[0,2,0,484,1]"
141,21,468,0.0106494,"[0,1,0,466,1]"
142,22,465,0.00536472,"[0,1,0,464,0]"
143,23,65,0.0378698,"[0,1,0,64,0]"
144,24,1,0,"[0,1,0,0,0]"
145,24,64,0,"[0,0,0,64,0]"
146,23,400,0,"[0,0,0,400,0]"
147,22,3,0.555556,"[0,0,0,2,1]"
148,21,19,0.124654,"[0,1,0,18,0]"
149,22,9,0.246914,"[0,1,0,8,0]"
150,22,10,0,"[0,0,0,10,0]"
151,19,16,0.146484,"[0,1,0,15,0]"
152,20,4,0.46875,"[0,1,0,3,0]"
153,20,12,0,"[0,0,0,12,0]"
154,14,23,0.614367,"[0,13,0,10,0]"
155,15,13,0.325444,"[0,11,0,2,0]"
156,16,10,0,"[0,10,0,0,0]"
157,16,3,0.555556,"[0,1,0,2,0]"
158,15,10,0.4,"[0,2,0,8,0]"
159,13,52,0.3652,"[0,1,0,43,8]"
160,14,48,0.23763,"[0,1,0,43,4]"
161,15,46,0.154773,"[0,1,0,43,2]"
162,16,44,0.109762,"[0,1,0,42,1]"
163,17,17,0,"[0,0,0,17,0]"
164,17,27,0.174897,"[0,1,0,25,1]"
165,18,2,0.625,"[0,0,0,1,1]"
166,18,25,0.096,"[0,1,0,24,0]"
167,19,20,0,"[0,0,0,20,0]"
168,19,5,0.4,"[0,1,0,4,0]"
169,16,2,0.625,"[0,0,0,1,1]"
170,15,2,0,"[0,0,0,0,2]"
171,14,4,0,"[0,0,0,0,4]"
172,12,268,0.338884,"[1,25,1,227,14]"
173,13,262,0.323881,"[1,22,1,224,14]"
174,14,251,0.253845,"[1,21,0,223,6]"
175,15,248,0.240269,"[1,19,0,222,6]"
176,16,246,0.224775,"[1,18,0,222,5]"
177,17,245,0.217118,"[1,17,0,222,5]"
178,18,234,0.208562,"[1,15,0,213,5]"
179,19,230,0.182561,"[1,15,0,212,2]"
180,20,1,0,"[0,0,0,0,1]"
181,20,229,0.17329,"[1,15,0,212,1]"
182,21,200,0.196375,"[1,15,0,183,1]"
183,22,64,0.0762939,"[1,1,0,62,0]"
184,23,47,0.0520599,"[0,1,0,46,0]"
185,24,33,0,"[0,0,0,33,0]"
186,24,14,0.165816,"[0,1,0,13,0]"
187,25,5,0.4,"[0,1,0,4,0]"
188,25,9,0,"[0,0,0,9,0]"
189,23,17,0.138408,"[1,0,0,16,0]"
190,24,13,0,"[0,0,0,13,0]"
191,24,4,0.46875,"[1,0,0,3,0]"
192,22,136,0.247216,"[0,14,0,121,1]"
193,23,2,0,"[0,2,0,0,0]"
194,23,134,0.220678,"[0,12,0,121,1]"
195,24,47,0.353101,"[0,8,0,39,0]"
196,25,46,0.322542,"[0,7,0,39,0]"
197,26,44,0.251808,"[0,5,0,39,0]"
198,27,11,0,"[0,0,0,11,0]"
199,27,33,0.321396,"[0,5,0,28,0]"
200,28,2,0,"[0,2,0,0,0]"
201,28,31,0.218522,"[0,3,0,28,0]"
202,29,29,0.160523,"[0,2,0,27,0]"
203,30,12,0.347222,"[0,2,0,10,0]"
204,31,4,0,"[0,0,0,4,0]"
205,31,8,0.46875,"[0,2,0,6,0]"
206,30,17,0,"[0,0,0,17,0]"
207,29,2,0.625,"[0,1,0,1,0]"
208,26,2,0,"[0,2,0,0,0]"
209,25,1,0,"[0,1,0,0,0]"
210,24,87,0.136742,"[0,4,0,82,1]"
211,25,84,0.114442,"[0,3,0,80,1]"
212,26,63,0.0390525,"[0,1,0,62,0]"
213,27,4,0.46875,"[0,1,0,3,0]"
214,27,59,0,"[0,0,0,59,0]"
215,26,21,0.31746,"[0,2,0,18,1]"
216,27,6,0,"[0,0,0,6,0]"
217,27,15,0.422222,"[0,2,0,12,1]"
218,28,14,0.318877,"[0,1,0,12,1]"
219,29,7,0.561225,"[0,1,0,5,1]"
220,29,7,0,"[0,0,0,7,0]"
221,28,1,0,"[0,1,0,0,0]"
222,25,3,0.555556,"[0,1,0,2,0]"
223,21,29,0,"[0,0,0,29,0]"
224,19,4,0.46875,"[0,0,0,1,3]"
225,18,11,0.371901,"[0,2,0,9,0]"
226,19,6,0.555556,"[0,2,0,4,0]"
227,19,5,0,"[0,0,0,5,0]"
228,17,1,0,"[0,1,0,0,0]"
229,16,2,0.625,"[0,1,0,0,1]"
230,15,3,0.555556,"[0,2,0,1,0]"
231,14,11,0.557851,"[0,1,1,1,8]"
232,15,1,0,"[0,1,0,0,0]"
233,15,10,0.425,"[0,0,1,1,8]"
234,13,6,0.625,"[0,3,0,3,0]"
235,11,216,0.554055,"[6,3,29,21,157]"
236,12,151,0.485724,"[4,1,18,12,116]"
237,13,1,0,"[0,0,0,1,0]"
238,13,150,0.476778,"[4,1,18,11,116]"
239,14,141,0.440748,"[3,1,14,11,112]"
240,15,109,0.214418,"[1,0,5,4,99]"
241,16,108,0.196116,"[1,0,4,4,99]"
242,17,104,0.115338,"[1,0,0,4,99]"
243,18,103,0.0940239,"[1,0,0,3,99]"
244,19,26,0.177515,"[0,0,0,2,24]"
245,20,6,0.347222,"[0,0,0,1,5]"
246,20,20,0.11875,"[0,0,0,1,19]"
247,21,17,0,"[0,0,0,0,17]"
248,21,3,0.555556,"[0,0,0,1,2]"
249,19,77,0.0636701,"[1,0,0,1,75]"
250,20,41,0.11749,"[1,0,0,1,39]"
251,21,8,0.273438,"[0,0,0,1,7]"
252,21,33,0.0734618,"[1,0,0,0,32]"
253,22,1,0,"[1,0,0,0,0]"
254,22,32,0,"[0,0,0,0,32]"
255,20,36,0,"[0,0,0,0,36]"
256,18,1,0,"[0,0,0,1,0]"
257,17,4,0,"[0,0,4,0,0]"
258,16,1,0,"[0,0,1,0,0]"
259,15,32,0.878906,"[2,1,9,7,13]"
260,16,17,0.899654,"[2,0,4,6,5]"
261,17,11,0.785124,"[2,0,0,5,4]"
262,18,9,0.617284,"[0,0,0,5,4]"
263,18,2,0,"[2,0,0,0,0]"
264,17,6,0.625,"[0,0,4,1,1]"
265,16,15,0.744444,"[0,1,5,1,8]"
266,17,1,0,"[0,1,0,0,0]"
267,17,14,0.67602,"[0,0,5,1,8]"
268,18,2,0,"[0,0,0,0,2]"
269,18,12,0.711806,"[0,0,5,1,6]"
270,19,7,0.561225,"[0,0,1,1,5]"
271,19,5,0.4,"[0,0,4,0,1]"
272,14,9,0.740741,"[1,0,4,0,4]"
273,12,65,0.690533,"[2,2,11,9,41]"
274,13,63,0.655707,"[2,0,11,9,41]"
275,14,2,0,"[0,0,2,0,0]"
276,14,61,0.629535,"[2,0,9,9,41]"
277,15,53,0.525988,"[0,0,9,5,39]"
278,16,44,0.251808,"[0,0,0,5,39]"
279,17,5,0.6,"[0,0,0,3,2]"
280,17,39,0.12163,"[0,0,0,2,37]"
281,18,38,0.0640582,"[0,0,0,1,37]"
282,19,5,0.4,"[0,0,0,1,4]"
283,19,33,0,"[0,0,0,0,33]"
284,18,1,0,"[0,0,0,1,0]"
285,16,9,0,"[0,0,9,0,0]"
286,15,8,0.78125,"[2,0,0,4,2]"
287,13,2,0,"[0,2,0,0,0]"
288,9,151,0.937459,"[25,26,20,60,20]"
289,10,109,0.892602,"[19,14,12,50,14]"
290,11,15,0.877778,"[6,1,5,2,1]"
291,12,13,0.872781,"[6,1,3,2,1]"
292,13,8,0.507812,"[6,0,0,1,1]"
293,13,5,0.7,"[0,1,3,1,0]"
294,12,2,0,"[0,0,2,0,0]"
295,11,94,0.845405,"[13,13,7,48,13]"
296,12,14,0.829082,"[4,0,5,0,5]"
297,13,11,0.72314,"[1,0,5,0,5]"
298,14,4,0.46875,"[0,0,1,0,3]"
299,14,7,0.714286,"[1,0,4,0,2]"
300,13,3,0,"[3,0,0,0,0]"
301,12,80,0.737891,"[9,13,2,48,8]"
302,13,6,0.833333,"[3,1,1,1,0]"
303,13,74,0.689828,"[6,12,1,47,8]"
304,14,71,0.648185,"[3,12,1,47,8]"
305,15,68,0.606077,"[3,10,0,47,8]"
306,16,3,0.555556,"[0,2,0,1,0]"
307,16,65,0.583432,"[3,8,0,46,8]"
308,17,55,0.389256,"[0,7,0,45,3]"
309,18,5,0.7,"[0,1,0,1,3]"
310,18,50,0.264,"[0,6,0,44,0]"
311,19,49,0.229071,"[0,5,0,44,0]"
312,20,15,0,"[0,0,0,15,0]"
313,20,34,0.313581,"[0,5,0,29,0]"
314,21,1,0,"[0,1,0,0,0]"
315,21,33,0.266299,"[0,4,0,29,0]"
316,22,14,0.420918,"[0,3,0,11,0]"
317,23,13,0.325444,"[0,2,0,11,0]"
318,24,11,0.206611,"[0,1,0,10,0]"
319,25,5,0,"[0,0,0,5,0]"
320,25,6,0.347222,"[0,1,0,5,0]"
321,24,2,0.625,"[0,1,0,1,0]"
322,23,1,0,"[0,1,0,0,0]"
323,22,19,0.124654,"[0,1,0,18,0]"
324,23,16,0,"[0,0,0,16,0]"
325,23,3,0.555556,"[0,1,0,2,0]"
326,19,1,0,"[0,1,0,0,0]"
327,17,10,0.8,"[3,1,0,1,5]"
328,15,3,0.555556,"[0,2,1,0,0]"
329,14,3,0,"[3,0,0,0,0]"
330,10,42,0.980726,"[6,12,8,10,6]"
331,11,36,0.989583,"[6,8,8,9,5]"
332,12,19,0.817175,"[6,0,8,0,5]"
333,13,7,0,"[0,0,7,0,0]"
334,13,12,0.711806,"[6,0,1,0,5]"
335,14,3,0,"[3,0,0,0,0]"
336,14,9,0.709876,"[3,0,1,0,5]"
337,12,17,0.622837,"[0,8,0,9,0]"
338,13,15,0.6,"[0,6,0,9,0]"
339,14,13,0.532544,"[0,4,0,9,0]"
340,15,2,0,"[0,2,0,0,0]"
341,15,11,0.371901,"[0,2,0,9,0]"
342,16,5,0.6,"[0,2,0,3,0]"
343,16,6,0,"[0,0,0,6,0]"
344,14,2,0,"[0,2,0,0,0]"
345,13,2,0,"[0,2,0,0,0]"
346,11,6,0.625,"[0,4,0,1,1]"
347,8,425,0.917813,"[74,106,22,166,57]"
348,9,397,0.917952,"[70,95,22,157,53]"
349,10,28,0.723852,"[8,3,0,16,1]"
350,11,22,0.599174,"[5,1,0,15,1]"
351,12,13,0.488166,"[1,1,0,10,1]"
352,13,12,0.364583,"[0,1,0,10,1]"
353,14,11,0.206611,"[0,0,0,10,1]"
354,15,2,0.625,"[0,0,0,1,1]"
355,15,9,0,"[0,0,0,9,0]"
356,14,1,0,"[0,1,0,0,0]"
357,13,1,0,"[1,0,0,0,0]"
358,12,9,0.617284,"[4,0,0,5,0]"
359,11,6,0.763889,"[3,2,0,1,0]"
360,10,369,0.925228,"[62,92,22,141,52]"
361,11,50,0.925,"[18,15,4,6,7]"
362,12,41,0.950327,"[12,13,4,5,7]"
363,13,14,0.803571,"[6,0,3,0,5]"
364,14,10,0.775,"[2,0,3,0,5]"
365,14,4,0,"[4,0,0,0,0]"
366,13,27,0.847051,"[6,13,1,5,2]"
367,14,4,0,"[0,0,0,4,0]"
368,14,23,0.751418,"[6,13,1,1,2]"
369,15,12,0.642361,"[1,8,0,1,2]"
370,16,1,0,"[0,0,0,1,0]"
371,16,11,0.53719,"[1,8,0,0,2]"
372,17,10,0.4,"[0,8,0,0,2]"
373,17,1,0,"[1,0,0,0,0]"
374,15,11,0.72314,"[5,5,1,0,0]"
375,16,9,0.617284,"[4,5,0,0,0]"
376,16,2,0.625,"[1,0,1,0,0]"
377,12,9,0.617284,"[6,2,0,1,0]"
378,11,319,0.900664,"[44,77,18,135,45]"
379,12,252,0.888409,"[29,55,14,112,42]"
380,13,248,0.894535,"[29,55,14,108,42]"
381,14,130,0.944822,"[22,20,9,44,35]"
382,15,45,0.909877,"[13,8,5,2,17]"
383,16,32,0.830078,"[4,8,2,2,16]"
384,17,30,0.811111,"[4,6,2,2,16]"
385,18,8,0.9375,"[1,3,1,1,2]"
386,18,22,0.692149,"[3,3,1,1,14]"
387,19,18,0.470679,"[1,2,0,1,14]"
388,20,17,0.389273,"[1,1,0,1,14]"
389,21,2,0.625,"[1,0,0,1,0]"
390,21,15,0.155555,"[0,1,0,0,14]"
391,22,10,0,"[0,0,0,0,10]"
392,22,5,0.4,"[0,1,0,0,4]"
393,20,1,0,"[0,1,0,0,0]"
394,19,4,0.78125,"[2,1,1,0,0]"
395,17,2,0,"[0,2,0,0,0]"
396,16,13,0.576923,"[9,0,3,0,1]"
397,17,5,0.7,"[1,0,3,0,1]"
398,17,8,0,"[8,0,0,0,0]"
399,15,85,0.847059,"[9,12,4,42,18]"
400,16,81,0.819235,"[6,11,4,42,18]"
401,17,63,0.709876,"[3,9,2,39,10]"
402,18,45,0.595062,"[0,8,0,31,6]"
403,19,13,0.828402,"[0,4,0,5,4]"
404,20,2,0,"[0,0,0,2,0]"
405,20,11,0.826446,"[0,4,0,3,4]"
406,21,9,0.802469,"[0,4,0,3,2]"
407,21,2,0,"[0,0,0,0,2]"
408,19,32,0.400391,"[0,4,0,26,2]"
409,20,31,0.348595,"[0,4,0,26,1]"
410,21,15,0,"[0,0,0,15,0]"
411,21,16,0.576172,"[0,4,0,11,1]"
412,22,12,0.190972,"[0,0,0,11,1]"
413,23,6,0.347222,"[0,0,0,5,1]"
414,23,6,0,"[0,0,0,6,0]"
415,22,4,0,"[0,4,0,0,0]"
416,20,1,0,"[0,0,0,0,1]"
417,18,18,0.887346,"[3,1,2,8,4]"
418,19,11,0.805785,"[1,1,2,6,1]"
419,20,9,0.648148,"[1,0,1,6,1]"
420,20,2,0.625,"[0,1,1,0,0]"
421,19,7,0.816326,"[2,0,0,2,3]"
422,17,18,0.902778,"[3,2,2,3,8]"
423,18,9,0.709876,"[0,0,1,3,5]"
424,18,9,0.895062,"[3,2,1,0,3]"
425,16,4,0.46875,"[3,1,0,0,0]"
426,14,118,0.761275,"[7,35,5,64,7]"
427,15,87,0.599154,"[3,21,1,59,3]"
428,16,26,0.181213,"[0,1,0,24,1]"
429,17,1,0,"[0,0,0,0,1]"
430,17,25,0.096,"[0,1,0,24,0]"
431,18,15,0,"[0,0,0,15,0]"
432,18,10,0.225,"[0,1,0,9,0]"
433,16,61,0.699409,"[3,20,1,35,2]"
434,17,45,0.640741,"[1,19,0,25,0]"
435,18,36,0.623071,"[0,19,0,17,0]"
436,19,28,0.621811,"[0,13,0,15,0]"
437,20,22,0.619835,"[0,12,0,10,0]"
438,21,2,0,"[0,2,0,0,0]"
439,21,20,0.625,"[0,10,0,10,0]"
440,22,9,0.432099,"[0,7,0,2,0]"
441,22,11,0.495868,"[0,3,0,8,0]"
442,23,2,0,"[0,2,0,0,0]"
443,23,9,0.246914,"[0,1,0,8,0]"
444,20,6,0.347222,"[0,1,0,5,0]"
445,19,8,0.46875,"[0,6,0,2,0]"
446,18,9,0.246914,"[1,0,0,8,0]"
447,17,16,0.712891,"[2,1,1,10,2]"
448,18,2,0.625,"[1,0,0,0,1]"
449,18,14,0.586735,"[1,1,1,10,1]"
450,19,13,0.488166,"[0,1,1,10,1]"
451,20,8,0.273438,"[0,1,0,7,0]"
452,20,5,0.7,"[0,0,1,3,1]"
453,19,1,0,"[1,0,0,0,0]"
454,15,31,0.900104,"[4,14,4,5,4]"
455,16,13,0.591716,"[0,9,2,0,2]"
456,17,8,0.46875,"[0,6,2,0,0]"
457,17,5,0.6,"[0,3,0,0,2]"
458,16,18,0.964506,"[4,5,2,5,2]"
459,17,12,0.920139,"[2,1,2,5,2]"
460,18,10,0.975,"[2,1,2,3,2]"
461,18,2,0,"[0,0,0,2,0]"
462,17,6,0.555556,"[2,4,0,0,0]"
463,13,4,0,"[0,0,0,4,0]"
464,12,67,0.898307,"[15,22,4,23,3]"
465,13,51,0.891003,"[12,12,3,21,3]"
466,14,38,0.761773,"[4,12,0,20,2]"
467,15,26,0.735947,"[4,6,0,15,1]"
468,16,21,0.634921,"[2,4,0,14,1]"
469,17,12,0,"[0,0,0,12,0]"
470,17,9,0.864198,"[2,4,0,2,1]"
471,16,5,0.8,"[2,2,0,1,0]"
472,15,12,0.711806,"[0,6,0,5,1]"
473,16,3,0.555556,"[0,0,0,2,1]"
474,16,9,0.555556,"[0,6,0,3,0]"
475,14,13,0.695266,"[8,0,3,1,1]"
476,15,3,0.833333,"[1,0,1,1,0]"
477,15,10,0.575,"[7,0,2,0,1]"
478,13,16,0.693359,"[3,10,1,2,0]"
479,14,1,0,"[1,0,0,0,0]"
480,14,15,0.644444,"[2,10,1,2,0]"
481,15,1,0,"[1,0,0,0,0]"
482,15,14,0.57398,"[1,10,1,2,0]"
483,16,4,0.625,"[0,2,0,2,0]"
484,16,10,0.425,"[1,8,1,0,0]"
485,9,28,0.876913,"[4,11,0,9,4]"
486,10,9,0.802469,"[0,2,0,4,3]"
487,10,19,0.8241,"[4,9,0,5,1]"
488,11,7,0.306122,"[1,6,0,0,0]"
489,11,12,0.868056,"[3,3,0,5,1]"
490,12,4,0,"[0,0,0,4,0]"
491,12,8,0.859375,"[3,3,0,1,1]"
492,7,101,0.964611,"[10,25,12,28,26]"
493,8,57,0.787935,"[2,22,1,26,6]"
494,9,54,0.763032,"[1,22,1,25,5]"
495,10,35,0.722449,"[1,7,1,21,5]"
496,11,15,0.655556,"[1,5,0,9,0]"
497,12,7,0,"[0,0,0,7,0]"
498,12,8,0.664062,"[1,5,0,2,0]"
499,11,20,0.70625,"[0,2,1,12,5]"
500,12,12,0.642361,"[0,2,1,8,1]"
501,13,1,0,"[0,0,1,0,0]"
502,13,11,0.53719,"[0,2,0,8,1]"
503,14,1,0,"[0,1,0,0,0]"
504,14,10,0.425,"[0,1,0,8,1]"
505,12,8,0.625,"[0,0,0,4,4]"
506,10,19,0.415512,"[0,15,0,4,0]"
507,11,1,0,"[0,0,0,1,0]"
508,11,18,0.347222,"[0,15,0,3,0]"
509,12,7,0,"[0,7,0,0,0]"
510,12,11,0.495868,"[0,8,0,3,0]"
511,13,10,0.4,"[0,8,0,2,0]"
512,13,1,0,"[0,0,0,1,0]"
513,9,3,0.833333,"[1,0,0,1,1]"
514,8,44,0.863895,"[8,3,11,2,20]"
515,9,6,0.625,"[4,0,1,0,1]"
516,9,38,0.825831,"[4,3,10,2,19]"
517,10,37,0.819942,"[4,3,9,2,19]"
518,11,33,0.732323,"[1,2,9,2,19]"
519,12,25,0.508,"[1,2,1,2,19]"
520,13,24,0.447049,"[0,2,1,2,19]"
521,14,5,0.8,"[0,2,0,2,1]"
522,14,19,0.124654,"[0,0,1,0,18]"
523,15,10,0,"[0,0,0,0,10]"
524,15,9,0.246914,"[0,0,1,0,8]"
525,13,1,0,"[1,0,0,0,0]"
526,12,8,0,"[0,0,8,0,0]"
527,11,4,0.46875,"[3,1,0,0,0]"
528,10,1,0,"[0,0,1,0,0]"
529,6,1022,0.151022,"[0,956,0,66,0]"
530,7,808,0.174489,"[0,747,0,61,0]"
531,8,505,0.0626996,"[0,492,0,13,0]"
532,9,7,0.306122,"[0,1,0,6,0]"
533,9,498,0.0346467,"[0,491,0,7,0]"
534,10,463,0.0160939,"[0,460,0,3,0]"
535,11,355,1.49012e-7,"[0,355,0,0,0]"
536,11,108,0.0675155,"[0,105,0,3,0]"
537,12,27,0.171468,"[0,25,0,2,0]"
538,13,24,0.0998263,"[0,23,0,1,0]"
539,14,4,0.46875,"[0,3,0,1,0]"
540,14,20,0,"[0,20,0,0,0]"
541,13,3,0.555556,"[0,2,0,1,0]"
542,12,81,0.0304832,"[0,80,0,1,0]"
543,13,4,0.46875,"[0,3,0,1,0]"
544,13,77,0,"[0,77,0,0,0]"
545,10,35,0.253061,"[0,31,0,4,0]"
546,11,25,0.336,"[0,21,0,4,0]"
547,12,17,0.449827,"[0,13,0,4,0]"
548,13,7,0.612245,"[0,3,0,4,0]"
549,13,10,0,"[0,10,0,0,0]"
550,12,8,0,"[0,8,0,0,0]"
551,11,10,0,"[0,10,0,0,0]"
552,8,303,0.333301,"[0,255,0,48,0]"
553,9,179,0.384663,"[0,145,0,34,0]"
554,10,160,0.350684,"[0,133,0,27,0]"
555,11,68,0.570934,"[0,44,0,24,0]"
556,12,18,0.347222,"[0,15,0,3,0]"
557,13,9,0.555556,"[0,6,0,3,0]"
558,13,9,0,"[0,9,0,0,0]"
559,12,50,0.609,"[0,29,0,21,0]"
560,13,40,0.625,"[0,20,0,20,0]"
561,14,3,0,"[0,3,0,0,0]"
562,14,37,0.620891,"[0,17,0,20,0]"
563,15,35,0.612245,"[0,15,0,20,0]"
564,16,9,0.246914,"[0,8,0,1,0]"
565,16,26,0.491864,"[0,7,0,19,0]"
566,17,16,0.585938,"[0,6,0,10,0]"
567,18,9,0.246914,"[0,1,0,8,0]"
568,18,7,0.510204,"[0,5,0,2,0]"
569,17,10,0.225,"[0,1,0,9,0]"
570,15,2,0,"[0,2,0,0,0]"
571,13,10,0.225,"[0,9,0,1,0]"
572,11,92,0.0788634,"[0,89,0,3,0]"
573,12,50,0,"[0,50,0,0,0]"
