id,depth,n_node_samples,impurity,value
48,19,206,0.0240951,"[0,1,1,0,204]"
49,20,1,0,"[0,1,0,0,0]"
50,20,205,0.0121356,"[0,0,1,0,204]"
51,21,15,0.155555,"[0,0,1,0,14]"
52,22,11,0,"[0,0,0,0,11]"
53,22,4,0.46875,"[0,0,1,0,3]"
54,21,190,0,"[0,0,0,0,190]"
55,17,18,0.131173,"[1,0,0,0,17]"
56,18,17,0,"[0,0,0,0,17]"
57,18,1,0,"[1,0,0,0,0]"
58,15,19,0.242382,"[0,1,1,0,17]"
59,16,1,0,"[0,0,1,0,0]"
60,16,18,0.131173,"[0,1,0,0,17]"
61,17,16,0,"[0,0,0,0,16]"
62,17,2,0.625,"[0,1,0,0,1]"
63,14,5,0.8,"[2,0,0,2,1]"
64,13,83,0.348744,"[0,3,7,3,70]"
65,14,74,0.277575,"[0,3,5,1,65]"
66,15,32,0.0756836,"[0,0,0,1,31]"
67,16,8,0.273438,"[0,0,0,1,7]"
68,16,24,0,"[0,0,0,0,24]"
69,15,42,0.406746,"[0,3,5,0,34]"
70,16,8,0.742188,"[0,1,4,0,3]"
71,16,34,0.20545,"[0,2,1,0,31]"
72,17,33,0.144628,"[0,1,1,0,31]"
73,18,13,0,"[0,0,0,0,13]"
74,18,20,0.23125,"[0,1,1,0,18]"
75,19,1,0,"[0,1,0,0,0]"
76,19,19,0.124654,"[0,0,1,0,18]"
77,20,11,0,"[0,0,0,0,11]"
78,20,8,0.273438,"[0,0,1,0,7]"
79,17,1,0,"[0,1,0,0,0]"
80,14,9,0.740741,"[0,0,2,2,5]"
81,12,1,0,"[0,1,0,0,0]"
82,10,19,0.235457,"[0,2,0,17,0]"
83,11,18,0.131173,"[0,1,0,17,0]"
84,12,8,0.273438,"[0,1,0,7,0]"
85,12,10,0,"[0,0,0,10,0]"
86,11,1,0,"[0,1,0,0,0]"
87,9,57,0.853339,"[13,18,3,0,23]"
88,10,43,0.815306,"[12,7,3,0,21]"
89,11,41,0.804581,"[10,7,3,0,21]"
90,12,36,0.744599,"[7,5,3,0,21]"
91,13,34,0.70718,"[6,4,3,0,21]"
92,14,13,0.843195,"[5,2,1,0,5]"
93,15,5,0.8,"[0,2,1,0,2]"
94,15,8,0.585938,"[5,0,0,0,3]"
95,14,21,0.498866,"[1,2,2,0,16]"
96,15,1,0,"[0,0,1,0,0]"
97,15,20,0.43125,"[1,2,1,0,16]"
98,16,19,0.353186,"[1,1,1,0,16]"
99,17,2,0.625,"[1,0,0,0,1]"
100,17,17,0.268166,"[0,1,1,0,15]"
101,18,2,0.625,"[0,1,0,0,1]"
102,18,15,0.155555,"[0,0,1,0,14]"
103,19,9,0,"[0,0,0,0,9]"
104,19,6,0.347222,"[0,0,1,0,5]"
105,16,1,0,"[0,1,0,0,0]"
106,13,2,0.625,"[1,1,0,0,0]"
107,12,5,0.6,"[3,2,0,0,0]"
108,11,2,0,"[2,0,0,0,0]"
109,10,14,0.446429,"[1,11,0,0,2]"
110,11,2,0.625,"[1,1,0,0,0]"
111,11,12,0.347222,"[0,10,0,0,2]"
112,12,6,0,"[0,6,0,0,0]"
113,12,6,0.555556,"[0,4,0,0,2]"
114,8,128,0.519562,"[30,0,93,0,5]"
115,9,121,0.487501,"[25,0,91,0,5]"
116,10,111,0.428942,"[18,0,88,0,5]"
117,11,104,0.389469,"[14,0,85,0,5]"
118,12,36,0.432099,"[8,0,28,0,0]"
119,13,1,0,"[1,0,0,0,0]"
120,13,35,0.4,"[7,0,28,0,0]"
121,14,26,0.255177,"[3,0,23,0,0]"
122,15,11,0,"[0,0,11,0,0]"
123,15,15,0.4,"[3,0,12,0,0]"
124,16,7,0.612245,"[3,0,4,0,0]"
125,16,8,0,"[0,0,8,0,0]"
126,14,9,0.617284,"[4,0,5,0,0]"
127,12,68,0.355212,"[6,0,57,0,5]"
128,13,67,0.331366,"[5,0,57,0,5]"
129,14,44,0.0555268,"[1,0,43,0,0]"
130,15,2,0.625,"[1,0,1,0,0]"
131,15,42,0,"[0,0,42,0,0]"
132,14,23,0.689981,"[4,0,14,0,5]"
133,15,13,0.828402,"[4,0,5,0,4]"
134,16,6,0.625,"[1,0,1,0,4]"
135,16,7,0.612245,"[3,0,4,0,0]"
136,15,10,0.225,"[0,0,9,0,1]"
137,13,1,0,"[1,0,0,0,0]"
138,11,7,0.612245,"[4,0,3,0,0]"
139,10,10,0.525,"[7,0,3,0,0]"
140,9,7,0.510204,"[5,0,2,0,0]"
141,7,62,0.695239,"[39,7,0,10,6]"
142,8,34,0.815311,"[17,4,0,9,4]"
143,9,24,0.794271,"[13,4,0,4,3]"
144,10,3,0.555556,"[0,0,0,2,1]"
145,10,21,0.702948,"[13,4,0,2,2]"
146,11,10,0.925,"[3,3,0,2,2]"
147,11,11,0.206611,"[10,1,0,0,0]"
148,12,6,0,"[6,0,0,0,0]"
149,12,5,0.4,"[4,1,0,0,0]"
150,9,10,0.725,"[4,0,0,5,1]"
151,8,28,0.455995,"[22,3,0,1,2]"
152,9,2,0,"[0,2,0,0,0]"
153,9,26,0.343935,"[22,1,0,1,2]"
154,10,14,0.57398,"[10,1,0,1,2]"
155,11,5,0.9,"[1,1,0,1,2]"
156,11,9,0,"[9,0,0,0,0]"
157,10,12,0,"[12,0,0,0,0]"
158,6,46,0.556475,"[7,0,33,0,6]"
159,7,39,0.384615,"[2,0,32,0,5]"
160,8,8,0.625,"[0,0,4,0,4]"
161,8,31,0.223725,"[2,0,28,0,1]"
162,9,19,0,"[0,0,19,0,0]"
163,9,12,0.503472,"[2,0,9,0,1]"
164,10,2,0.625,"[1,0,0,0,1]"
165,10,10,0.225,"[1,0,9,0,0]"
166,7,7,0.561225,"[5,0,1,0,1]"
167,5,105,0.926304,"[41,14,7,23,20]"
168,6,76,0.963037,"[19,11,6,22,18]"
169,7,5,0,"[5,0,0,0,0]"
170,7,71,0.962111,"[14,11,6,22,18]"
171,8,45,0.876543,"[6,2,4,15,18]"
172,9,15,0,"[0,0,0,15,0]"
173,9,30,0.722222,"[6,2,4,0,18]"
174,10,21,0.776644,"[6,1,3,0,11]"
175,11,15,0.533333,"[2,0,2,0,11]"
176,12,4,0.625,"[2,0,0,0,2]"
177,12,11,0.371901,"[0,0,2,0,9]"
178,13,2,0,"[0,0,2,0,0]"
179,13,9,0,"[0,0,0,0,9]"
180,11,6,0.625,"[4,1,1,0,0]"
181,10,9,0.462963,"[0,1,1,0,7]"
182,8,26,0.883876,"[8,9,2,7,0]"
183,9,14,0.612245,"[0,8,0,6,0]"
184,10,12,0.625,"[0,6,0,6,0]"
185,11,7,0.510204,"[0,2,0,5,0]"
186,11,5,0.4,"[0,4,0,1,0]"
187,10,2,0,"[0,2,0,0,0]"
188,9,12,0.642361,"[8,1,2,1,0]"
189,10,10,0.425,"[8,1,0,1,0]"
190,10,2,0,"[0,0,2,0,0]"
191,6,29,0.508323,"[22,3,1,1,2]"
192,7,28,0.462372,"[22,2,1,1,2]"
193,8,9,0.771605,"[5,2,0,1,1]"
194,8,19,0.242382,"[17,0,1,0,1]"
195,9,18,0.131173,"[17,0,0,0,1]"
196,10,14,0.165816,"[13,0,0,0,1]"
197,11,5,0.4,"[4,0,0,0,1]"
198,11,9,0,"[9,0,0,0,0]"
199,10,4,0,"[4,0,0,0,0]"
200,9,1,0,"[0,0,1,0,0]"
201,7,1,0,"[0,1,0,0,0]"
202,3,1326,0.939477,"[320,99,477,167,263]"
203,4,1212,0.934454,"[259,89,457,158,249]"
204,5,1143,0.928253,"[219,79,445,155,245]"
205,6,1044,0.922834,"[177,69,415,149,234]"
206,7,1031,0.916442,"[177,56,415,149,234]"
207,8,1019,0.912984,"[173,50,413,149,234]"
208,9,846,0.892424,"[106,34,360,135,211]"
209,10,499,0.921051,"[49,33,96,135,186]"
210,11,145,0.446492,"[1,27,0,113,4]"
211,12,8,0.625,"[0,4,0,4,0]"
212,12,137,0.422372,"[1,23,0,109,4]"
213,13,92,0.266127,"[0,10,0,81,1]"
214,14,83,0.195239,"[0,6,0,76,1]"
215,15,1,0,"[0,1,0,0,0]"
216,15,82,0.171401,"[0,5,0,76,1]"
217,16,80,0.148047,"[0,4,0,75,1]"
218,17,36,0,"[0,0,0,36,0]"
219,17,44,0.256973,"[0,4,0,39,1]"
220,18,39,0.180802,"[0,2,0,36,1]"
221,19,37,0.0657414,"[0,1,0,36,0]"
222,20,18,0,"[0,0,0,18,0]"
223,20,19,0.124654,"[0,1,0,18,0]"
224,21,18,0,"[0,0,0,18,0]"
225,21,1,0,"[0,1,0,0,0]"
226,19,2,0.625,"[0,1,0,0,1]"
227,18,5,0.6,"[0,2,0,3,0]"
228,16,2,0.625,"[0,1,0,1,0]"
229,14,9,0.617284,"[0,4,0,5,0]"
230,13,45,0.655556,"[1,13,0,28,3]"
231,14,3,0.555556,"[0,2,0,1,0]"
232,14,42,0.64059,"[1,11,0,27,3]"
233,15,35,0.471429,"[0,5,0,27,3]"
234,16,1,0,"[0,0,0,0,1]"
235,16,34,0.430363,"[0,5,0,27,2]"
236,17,19,0.512465,"[0,4,0,14,1]"
237,18,18,0.455247,"[0,3,0,14,1]"
238,19,3,0,"[0,3,0,0,0]"
239,19,15,0.155555,"[0,0,0,14,1]"
240,20,3,0.555556,"[0,0,0,2,1]"
241,20,12,0,"[0,0,0,12,0]"
242,18,1,0,"[0,1,0,0,0]"
243,17,15,0.3,"[0,1,0,13,1]"
244,18,14,0.165816,"[0,0,0,13,1]"
245,19,3,0.555556,"[0,0,0,2,1]"
246,19,11,0,"[0,0,0,11,0]"
247,18,1,0,"[0,1,0,0,0]"
248,15,7,0.306122,"[1,6,0,0,0]"
249,11,354,0.799499,"[48,6,96,22,182]"
250,12,315,0.740816,"[30,5,77,21,182]"
251,13,227,0.510489,"[14,4,17,20,172]"
252,14,11,0.971074,"[3,2,1,2,3]"
253,15,8,0.898438,"[2,0,1,2,3]"
254,15,3,0.555556,"[1,2,0,0,0]"
255,14,216,0.46591,"[11,2,16,18,169]"
256,15,183,0.414315,"[4,1,12,18,148]"
257,16,182,0.405974,"[4,1,11,18,148]"
258,17,171,0.324031,"[4,1,2,18,146]"
259,18,166,0.294401,"[1,1,2,18,144]"
260,19,66,0.487259,"[1,0,0,16,49]"
261,20,5,0.7,"[1,0,0,3,1]"
262,20,61,0.419242,"[0,0,0,13,48]"
263,21,24,0.62066,"[0,0,0,13,11]"
264,22,11,0.371901,"[0,0,0,2,9]"
265,23,6,0,"[0,0,0,0,6]"
266,23,5,0.6,"[0,0,0,2,3]"
267,22,13,0.325444,"[0,0,0,11,2]"
268,23,12,0.190972,"[0,0,0,11,1]"
269,24,4,0.46875,"[0,0,0,3,1]"
270,24,8,0,"[0,0,0,8,0]"
271,23,1,0,"[0,0,0,0,1]"
272,21,37,0,"[0,0,0,0,37]"
273,19,100,0.12075,"[0,1,2,2,95]"
274,20,7,0.561225,"[0,1,1,0,5]"
275,20,93,0.0786219,"[0,0,1,2,90]"
276,21,26,0.181213,"[0,0,1,1,24]"
277,22,14,0,"[0,0,0,0,14]"
278,22,12,0.364583,"[0,0,1,1,10]"
279,23,10,0.225,"[0,0,1,0,9]"
280,23,2,0.625,"[0,0,0,1,1]"
281,21,67,0.0367567,"[0,0,0,1,66]"
282,22,28,0.0860969,"[0,0,0,1,27]"
283,23,9,0.246914,"[0,0,0,1,8]"
284,23,19,0,"[0,0,0,0,19]"
285,22,39,0,"[0,0,0,0,39]"
286,18,5,0.6,"[3,0,0,0,2]"
287,17,11,0.371901,"[0,0,9,0,2]"
288,18,1,0,"[0,0,0,0,1]"
289,18,10,0.225,"[0,0,9,0,1]"
290,16,1,0,"[0,0,1,0,0]"
291,15,33,0.668044,"[7,1,4,0,21]"
292,16,22,0.309917,"[1,1,1,0,19]"
293,17,1,0,"[0,1,0,0,0]"
294,17,21,0.221088,"[1,0,1,0,19]"
295,18,16,0.146484,"[0,0,1,0,15]"
296,19,9,0.246914,"[0,0,1,0,8]"
297,19,7,0,"[0,0,0,0,7]"
298,18,5,0.4,"[1,0,0,0,4]"
299,16,11,0.743802,"[6,0,3,0,2]"
300,17,8,0.664062,"[5,0,1,0,2]"
301,17,3,0.555556,"[1,0,2,0,0]"
302,13,88,0.611118,"[16,1,60,1,10]"
303,14,62,0.698491,"[13,1,38,1,9]"
304,15,2,0.625,"[1,1,0,0,0]"
305,15,60,0.670139,"[12,0,38,1,9]"
306,16,19,0.623269,"[10,0,0,0,9]"
307,17,3,0,"[3,0,0,0,0]"
308,17,16,0.615234,"[7,0,0,0,9]"
309,18,13,0.532544,"[4,0,0,0,9]"
310,19,11,0.371901,"[2,0,0,0,9]"
311,20,9,0.246914,"[1,0,0,0,8]"
312,20,2,0.625,"[1,0,0,0,1]"
313,19,2,0,"[2,0,0,0,0]"
314,18,3,0,"[3,0,0,0,0]"
315,16,41,0.172516,"[2,0,38,1,0]"
316,17,40,0.11875,"[2,0,38,0,0]"
317,18,1,0,"[1,0,0,0,0]"
318,18,39,0.062459,"[1,0,38,0,0]"
319,19,23,0,"[0,0,23,0,0]"
320,19,16,0.146484,"[1,0,15,0,0]"
321,20,2,0.625,"[1,0,1,0,0]"
322,20,14,0,"[0,0,14,0,0]"
323,17,1,0,"[0,0,0,1,0]"
324,14,26,0.336538,"[3,0,22,0,1]"
325,15,5,0.6,"[2,0,3,0,0]"
326,15,21,0.221088,"[1,0,19,0,1]"
327,16,1,0,"[1,0,0,0,0]"
328,16,20,0.11875,"[0,0,19,0,1]"
329,17,16,0,"[0,0,16,0,0]"
330,17,4,0.46875,"[0,0,3,0,1]"
331,12,39,0.685404,"[18,1,19,1,0]"
332,13,35,0.679592,"[14,1,19,1,0]"
333,14,12,0.190972,"[11,1,0,0,0]"
334,15,8,0,"[8,0,0,0,0]"
335,15,4,0.46875,"[3,1,0,0,0]"
336,14,23,0.373346,"[3,0,19,1,0]"
337,15,8,0.742188,"[3,0,4,1,0]"
338,15,15,0,"[0,0,15,0,0]"
339,13,4,0,"[4,0,0,0,0]"
340,10,347,0.486239,"[57,1,264,0,25]"
341,11,243,0.33667,"[15,0,206,0,22]"
342,12,32,0.598145,"[5,0,5,0,22]"
343,13,30,0.533333,"[4,0,4,0,22]"
344,14,26,0.410503,"[3,0,2,0,21]"
345,15,24,0.273438,"[3,0,0,0,21]"
346,16,8,0,"[0,0,0,0,8]"
347,16,16,0.380859,"[3,0,0,0,13]"
348,17,10,0,"[0,0,0,0,10]"
349,17,6,0.625,"[3,0,0,0,3]"
350,15,2,0,"[0,0,2,0,0]"
351,14,4,0.78125,"[1,0,2,0,1]"
352,13,2,0.625,"[1,0,1,0,0]"
353,12,211,0.112868,"[10,0,201,0,0]"
354,13,2,0.625,"[1,0,1,0,0]"
355,13,209,0.10302,"[9,0,200,0,0]"
356,14,174,0.0697747,"[5,0,169,0,0]"
357,15,168,0.0147924,"[1,0,167,0,0]"
358,16,63,0.0390525,"[1,0,62,0,0]"
359,17,36,0,"[0,0,36,0,0]"
360,17,27,0.0891632,"[1,0,26,0,0]"
361,18,24,0,"[0,0,24,0,0]"
362,18,3,0.555556,"[1,0,2,0,0]"
363,16,105,0,"[0,0,105,0,0]"
364,15,6,0.555556,"[4,0,2,0,0]"
365,14,35,0.253061,"[4,0,31,0,0]"
366,15,2,0,"[2,0,0,0,0]"
367,15,33,0.142332,"[2,0,31,0,0]"
368,16,12,0.347222,"[2,0,10,0,0]"
369,17,5,0,"[0,0,5,0,0]"
370,17,7,0.510204,"[2,0,5,0,0]"
371,16,21,0,"[0,0,21,0,0]"
372,11,104,0.656204,"[42,1,58,0,3]"
373,12,80,0.626953,"[28,1,49,0,2]"
374,13,21,0.719955,"[11,1,8,0,1]"
375,14,2,0,"[2,0,0,0,0]"
376,14,19,0.740997,"[9,1,8,0,1]"
377,15,13,0.650888,"[8,1,4,0,0]"
378,16,8,0.625,"[4,0,4,0,0]"
379,16,5,0.4,"[4,1,0,0,0]"
380,15,6,0.625,"[1,0,4,0,1]"
381,13,59,0.542229,"[17,0,41,0,1]"
382,14,8,0.507812,"[6,0,1,0,1]"
383,14,51,0.422914,"[11,0,40,0,0]"
384,15,25,0.264,"[3,0,22,0,0]"
385,16,6,0.555556,"[2,0,4,0,0]"
386,16,19,0.124654,"[1,0,18,0,0]"
387,17,14,0,"[0,0,14,0,0]"
388,17,5,0.4,"[1,0,4,0,0]"
389,15,26,0.532544,"[8,0,18,0,0]"
390,16,9,0.246914,"[1,0,8,0,0]"
391,16,17,0.605536,"[7,0,10,0,0]"
392,17,14,0.510204,"[4,0,10,0,0]"
393,18,7,0.306122,"[1,0,6,0,0]"
394,18,7,0.612245,"[3,0,4,0,0]"
395,17,3,0,"[3,0,0,0,0]"
396,12,24,0.646701,"[14,0,9,0,1]"
397,13,18,0.686728,"[8,0,9,0,1]"
398,14,15,0.6,"[6,0,9,0,0]"
399,15,2,0,"[2,0,0,0,0]"
400,15,13,0.532544,"[4,0,9,0,0]"
401,16,6,0.625,"[3,0,3,0,0]"
402,16,7,0.306122,"[1,0,6,0,0]"
403,14,3,0.555556,"[2,0,0,0,1]"
404,13,6,0,"[6,0,0,0,0]"
405,9,173,0.904223,"[67,16,53,14,23]"
406,10,11,0.206611,"[10,1,0,0,0]"
407,11,2,0.625,"[1,1,0,0,0]"
408,11,9,0,"[9,0,0,0,0]"
409,10,162,0.916209,"[57,15,53,14,23]"
410,11,108,0.943287,"[30,10,37,13,18]"
411,12,41,0.905711,"[4,9,1,13,14]"
412,13,11,0.847107,"[2,5,0,1,3]"
413,14,7,0.561225,"[0,5,0,1,1]"
414,14,4,0.625,"[2,0,0,0,2]"
415,13,30,0.852778,"[2,4,1,12,11]"
416,14,25,0.808,"[2,3,0,12,8]"
417,15,18,0.640432,"[1,3,0,12,2]"
418,16,15,0.422222,"[1,2,0,12,0]"
419,17,14,0.318877,"[1,1,0,12,0]"
420,18,13,0.177515,"[1,0,0,12,0]"
421,19,11,0,"[0,0,0,11,0]"
422,19,2,0.625,"[1,0,0,1,0]"
423,18,1,0,"[0,1,0,0,0]"
424,17,1,0,"[0,1,0,0,0]"
425,16,3,0.555556,"[0,1,0,0,2]"
426,15,7,0.306122,"[1,0,0,0,6]"
427,14,5,0.7,"[0,1,1,0,3]"
428,12,67,0.696146,"[26,1,36,0,4]"
429,13,57,0.684826,"[26,0,28,0,3]"
430,14,17,0.553633,"[12,0,4,0,1]"
431,15,8,0.742188,"[4,0,3,0,1]"
432,15,9,0.246914,"[8,0,1,0,0]"
433,14,40,0.64375,"[14,0,24,0,2]"
434,15,35,0.57551,"[9,0,24,0,2]"
435,16,26,0.625,"[9,0,16,0,1]"
436,17,12,0.364583,"[1,0,10,0,1]"
437,18,2,0.625,"[1,0,1,0,0]"
438,18,10,0.225,"[0,0,9,0,1]"
439,17,14,0.612245,"[8,0,6,0,0]"
440,18,5,0.4,"[1,0,4,0,0]"
441,18,9,0.432099,"[7,0,2,0,0]"
442,16,9,0.246914,"[0,0,8,0,1]"
443,15,5,0,"[5,0,0,0,0]"
444,13,10,0.425,"[0,1,8,0,1]"
445,11,54,0.805898,"[27,5,16,1,5]"
446,12,10,0.4,"[8,0,0,0,2]"
447,12,44,0.829029,"[19,5,16,1,3]"
448,13,9,0.864198,"[2,4,0,1,2]"
449,13,35,0.691837,"[17,1,16,0,1]"
450,14,2,0,"[0,0,2,0,0]"
451,14,33,0.691001,"[17,1,14,0,1]"
452,15,3,0,"[3,0,0,0,0]"
453,15,30,0.702778,"[14,1,14,0,1]"
454,16,12,0.607639,"[8,0,3,0,1]"
455,17,6,0.763889,"[3,0,2,0,1]"
456,17,6,0.347222,"[5,0,1,0,0]"
457,16,18,0.640432,"[6,1,11,0,0]"
458,17,12,0.711806,"[5,1,6,0,0]"
459,18,8,0.46875,"[2,0,6,0,0]"
460,18,4,0.46875,"[3,1,0,0,0]"
461,17,6,0.347222,"[1,0,5,0,0]"
462,8,12,0.763889,"[4,6,2,0,0]"
463,9,5,0.6,"[3,0,2,0,0]"
464,9,7,0.306122,"[1,6,0,0,0]"
465,7,13,0,"[0,13,0,0,0]"
466,6,99,0.877461,"[42,10,30,6,11]"
467,7,52,0.698964,"[33,7,6,3,3]"
468,8,41,0.514575,"[31,3,3,1,3]"
469,9,20,0.8,"[11,3,3,1,2]"
470,10,1,0,"[0,1,0,0,0]"
471,10,19,0.768698,"[11,2,3,1,2]"
472,11,13,0.857988,"[6,2,3,0,2]"
473,12,4,0.625,"[2,2,0,0,0]"
474,12,9,0.802469,"[4,0,3,0,2]"
475,11,6,0.347222,"[5,0,0,1,0]"
476,9,21,0.113379,"[20,0,0,0,1]"
477,10,15,0,"[15,0,0,0,0]"
478,10,6,0.347222,"[5,0,0,0,1]"
479,8,11,0.909091,"[2,4,3,2,0]"
480,9,6,0.625,"[1,4,0,1,0]"
481,9,5,0.7,"[1,0,3,1,0]"
482,7,47,0.831824,"[9,3,24,3,8]"
483,8,16,0.634766,"[5,0,10,0,1]"
484,9,9,0.709876,"[5,0,3,0,1]"
485,9,7,0,"[0,0,7,0,0]"
486,8,31,0.887097,"[4,3,14,3,7]"
487,9,10,0.775,"[0,2,0,3,5]"
488,9,21,0.634921,"[4,1,14,0,2]"
489,10,18,0.470679,"[1,1,14,0,2]"
490,11,2,0.625,"[0,1,0,0,1]"
491,11,16,0.283203,"[1,0,14,0,1]"
492,12,1,0,"[1,0,0,0,0]"
493,12,15,0.155555,"[0,0,14,0,1]"
494,13,9,0,"[0,0,9,0,0]"
495,13,6,0.347222,"[0,0,5,0,1]"
496,10,3,0,"[3,0,0,0,0]"
497,5,69,0.759294,"[40,10,12,3,4]"
498,6,45,0.787654,"[24,3,12,2,4]"
499,7,20,0.73125,"[3,0,12,2,3]"
500,8,9,0.895062,"[3,0,1,2,3]"
501,8,11,0,"[0,0,11,0,0]"
502,7,25,0.348,"[21,3,0,0,1]"
503,8,13,0.576923,"[9,3,0,0,1]"
504,9,4,0.46875,"[0,3,0,0,1]"
505,9,9,0,"[9,0,0,0,0]"
506,8,12,0,"[12,0,0,0,0]"
507,6,24,0.585937,"[16,7,0,1,0]"
508,7,23,0.557656,"[16,6,0,1,0]"
509,8,12,0.711806,"[6,5,0,1,0]"
510,9,10,0.6,"[6,4,0,0,0]"
511,9,2,0.625,"[0,1,0,1,0]"
512,8,11,0.206611,"[10,1,0,0,0]"
513,9,8,0,"[8,0,0,0,0]"
514,9,3,0.555556,"[2,1,0,0,0]"
515,7,1,0,"[0,1,0,0,0]"
516,4,114,0.817367,"[61,10,20,9,14]"
517,5,22,0.878099,"[5,6,1,9,1]"
518,6,18,0.817901,"[2,5,1,9,1]"
519,7,3,0.833333,"[1,0,1,1,0]"
520,7,15,0.744444,"[1,5,0,8,1]"
521,8,7,0.306122,"[0,1,0,6,0]"
522,8,8,0.820312,"[1,4,0,2,1]"
523,6,4,0.46875,"[3,1,0,0,0]"
524,5,92,0.706226,"[56,4,19,0,13]"
525,6,45,0.824691,"[21,2,12,0,10]"
526,7,30,0.863889,"[12,2,7,0,9]"
527,8,21,0.816326,"[10,1,6,0,4]"
528,9,16,0.634766,"[10,0,5,0,1]"
529,10,12,0.503472,"[9,0,2,0,1]"
530,11,2,0.625,"[1,0,1,0,0]"
531,11,10,0.425,"[8,0,1,0,1]"
532,10,4,0.46875,"[1,0,3,0,0]"
533,9,5,0.7,"[0,1,1,0,3]"
534,8,9,0.771605,"[2,1,1,0,5]"
535,7,15,0.655556,"[9,0,5,0,1]"
536,8,8,0.585938,"[3,0,5,0,0]"
537,8,7,0.306122,"[6,0,0,0,1]"
538,6,47,0.521729,"[35,2,7,0,3]"
539,7,30,0.358333,"[25,1,4,0,0]"
540,8,29,0.297265,"[25,0,4,0,0]"
541,9,17,0.138408,"[16,0,1,0,0]"
542,10,13,0,"[13,0,0,0,0]"
543,10,4,0.46875,"[3,0,1,0,0]"
544,9,12,0.46875,"[9,0,3,0,0]"
545,10,5,0.6,"[3,0,2,0,0]"
546,10,7,0.306122,"[6,0,1,0,0]"
547,8,1,0,"[0,1,0,0,0]"
548,7,17,0.735294,"[10,1,3,0,3]"
549,8,7,0,"[7,0,0,0,0]"
550,8,10,0.9,"[3,1,3,0,3]"
551,2,5077,0.958871,"[567,1346,664,1640,860]"
552,3,3017,0.678382,"[55,1275,4,1589,94]"
553,4,246,0.703905,"[11,120,0,109,6]"
554,5,234,0.704261,"[10,111,0,107,6]"
555,6,137,0.540652,"[4,35,0,97,1]"
556,7,130,0.504882,"[4,29,0,96,1]"
557,8,10,0.525,"[0,7,0,3,0]"
558,8,120,0.455729,"[4,22,0,93,1]"
559,9,95,0.304155,"[2,10,0,82,1]"
560,10,71,0.197381,"[2,4,0,65,0]"
561,11,65,0.0378698,"[0,1,0,64,0]"
562,12,10,0.225,"[0,1,0,9,0]"
563,12,55,1.49012e-7,"[0,0,0,55,0]"
564,11,6,0.763889,"[2,3,0,1,0]"
565,10,24,0.542535,"[0,6,0,17,1]"
566,11,1,0,"[0,1,0,0,0]"
567,11,23,0.505671,"[0,5,0,17,1]"
568,12,22,0.459711,"[0,4,0,17,1]"
569,13,20,0.33125,"[0,2,0,17,1]"
570,14,7,0,"[0,0,0,7,0]"
571,14,13,0.473373,"[0,2,0,10,1]"
572,15,12,0.364583,"[0,1,0,10,1]"
573,16,1,0,"[0,0,0,0,1]"
