id,depth,n_node_samples,impurity,value
134,11,47,0.611136,"[30,0,15,0,2]"
135,12,43,0.581395,"[29,0,12,0,2]"
136,13,22,0.470041,"[17,0,3,0,2]"
137,14,6,0.763889,"[1,0,3,0,2]"
138,14,16,0,"[16,0,0,0,0]"
139,13,21,0.612245,"[12,0,9,0,0]"
140,14,19,0.581717,"[12,0,7,0,0]"
141,15,16,0.615234,"[9,0,7,0,0]"
142,16,2,0,"[0,0,2,0,0]"
143,16,14,0.573979,"[9,0,5,0,0]"
144,17,10,0.4,"[8,0,2,0,0]"
145,17,4,0.46875,"[1,0,3,0,0]"
146,15,3,0,"[3,0,0,0,0]"
147,14,2,0,"[0,0,2,0,0]"
148,12,4,0.46875,"[1,0,3,0,0]"
149,10,10,0,"[10,0,0,0,0]"
150,6,55,0.21157,"[50,2,3,0,0]"
151,7,22,0,"[22,0,0,0,0]"
152,7,33,0.33517,"[28,2,3,0,0]"
153,8,10,0,"[10,0,0,0,0]"
154,8,23,0.453686,"[18,2,3,0,0]"
155,9,19,0.34626,"[16,2,1,0,0]"
156,10,7,0,"[7,0,0,0,0]"
157,10,12,0.503472,"[9,2,1,0,0]"
158,11,9,0.246914,"[8,1,0,0,0]"
159,11,3,0.833333,"[1,1,1,0,0]"
160,9,4,0.625,"[2,0,2,0,0]"
161,4,7317,0.965417,"[677,1522,1038,2122,1958]"
162,5,5904,0.927967,"[218,969,954,1923,1840]"
163,6,5240,0.919557,"[185,875,751,1803,1626]"
164,7,2779,0.796342,"[67,603,86,1448,575]"
165,8,701,0.553265,"[51,513,81,29,27]"
166,9,130,0.752071,"[15,76,25,5,9]"
167,10,107,0.602018,"[14,75,5,5,8]"
168,11,105,0.582993,"[12,75,5,5,8]"
169,12,92,0.403769,"[0,75,4,5,8]"
170,13,88,0.354791,"[0,74,3,5,6]"
171,14,79,0.148213,"[0,74,0,5,0]"
172,15,29,0.356718,"[0,24,0,5,0]"
173,16,12,0.555556,"[0,8,0,4,0]"
174,17,7,0.612245,"[0,3,0,4,0]"
175,17,5,0,"[0,5,0,0,0]"
176,16,17,0.138408,"[0,16,0,1,0]"
177,17,9,0,"[0,9,0,0,0]"
178,17,8,0.273438,"[0,7,0,1,0]"
179,15,50,0,"[0,50,0,0,0]"
180,14,9,0.555556,"[0,0,3,0,6]"
181,13,4,0.78125,"[0,1,1,0,2]"
182,12,13,0.177515,"[12,0,1,0,0]"
183,13,5,0.4,"[4,0,1,0,0]"
184,13,8,0,"[8,0,0,0,0]"
185,11,2,0,"[2,0,0,0,0]"
186,10,23,0.297731,"[1,1,20,0,1]"
187,11,19,0.124654,"[0,0,18,0,1]"
188,12,1,0,"[0,0,0,0,1]"
189,12,18,0,"[0,0,18,0,0]"
190,11,4,0.78125,"[1,1,2,0,0]"
191,9,571,0.497407,"[36,437,56,24,18]"
192,10,85,0.729066,"[9,51,17,6,2]"
193,11,73,0.599081,"[4,51,11,6,1]"
194,12,70,0.54898,"[4,51,11,3,1]"
195,13,54,0.428669,"[1,43,8,1,1]"
196,14,46,0.335539,"[0,39,5,1,1]"
197,15,21,0.47619,"[0,16,4,1,0]"
198,16,1,0,"[0,0,1,0,0]"
199,16,20,0.41875,"[0,16,3,1,0]"
200,17,16,0.146484,"[0,15,0,1,0]"
201,18,13,0,"[0,13,0,0,0]"
202,18,3,0.555556,"[0,2,0,1,0]"
203,17,4,0.46875,"[0,1,3,0,0]"
204,15,25,0.188,"[0,23,1,0,1]"
205,16,1,0,"[0,0,1,0,0]"
206,16,24,0.0998263,"[0,23,0,0,1]"
207,17,16,0,"[0,16,0,0,0]"
208,17,8,0.273438,"[0,7,0,0,1]"
209,14,8,0.742188,"[1,4,3,0,0]"
210,13,16,0.830078,"[3,8,3,2,0]"
211,14,14,0.752551,"[3,8,1,2,0]"
212,15,3,0.555556,"[2,0,1,0,0]"
213,15,11,0.53719,"[1,8,0,2,0]"
214,16,9,0.246914,"[0,8,0,1,0]"
215,16,2,0.625,"[1,0,0,1,0]"
216,14,2,0,"[0,0,2,0,0]"
217,12,3,0,"[0,0,0,3,0]"
218,11,12,0.711806,"[5,0,6,0,1]"
219,12,11,0.619835,"[5,0,6,0,0]"
220,13,6,0,"[0,0,6,0,0]"
221,13,5,0,"[5,0,0,0,0]"
222,12,1,0,"[0,0,0,0,1]"
223,10,486,0.446504,"[27,386,39,18,16]"
224,11,484,0.440405,"[25,386,39,18,16]"
225,12,44,0.645661,"[3,29,9,1,2]"
226,13,14,0.65051,"[3,0,9,0,2]"
227,14,13,0.576923,"[3,0,9,0,1]"
228,15,12,0.46875,"[3,0,9,0,0]"
229,16,4,0,"[0,0,4,0,0]"
230,16,8,0.585938,"[3,0,5,0,0]"
231,15,1,0,"[0,0,0,0,1]"
232,14,1,0,"[0,0,0,0,1]"
233,13,30,0.0805555,"[0,29,0,1,0]"
234,14,20,0,"[0,20,0,0,0]"
235,14,10,0.225,"[0,9,0,1,0]"
236,12,440,0.415044,"[22,357,30,17,14]"
237,13,4,0.625,"[0,2,2,0,0]"
238,13,436,0.40978,"[22,355,28,17,14]"
239,14,9,0.462963,"[1,1,7,0,0]"
240,14,427,0.381495,"[21,354,21,17,14]"
241,15,408,0.313296,"[18,352,9,17,12]"
242,16,383,0.270811,"[18,338,4,17,6]"
243,17,359,0.233917,"[13,323,2,15,6]"
244,18,357,0.229072,"[12,322,2,15,6]"
245,19,336,0.0998263,"[0,322,0,14,0]"
246,20,49,0,"[0,49,0,0,0]"
247,20,287,0.116002,"[0,273,0,14,0]"
248,21,33,0.528007,"[0,23,0,10,0]"
249,22,18,0.625,"[0,9,0,9,0]"
250,23,10,0.525,"[0,3,0,7,0]"
251,23,8,0.46875,"[0,6,0,2,0]"
252,22,15,0.155555,"[0,14,0,1,0]"
253,23,13,0,"[0,13,0,0,0]"
254,23,2,0.625,"[0,1,0,1,0]"
255,21,254,0.03875,"[0,250,0,4,0]"
256,22,240,0.0206596,"[0,238,0,2,0]"
257,23,125,0,"[0,125,0,0,0]"
258,23,115,0.0427222,"[0,113,0,2,0]"
259,24,113,0.0219281,"[0,112,0,1,0]"
260,25,102,0,"[0,102,0,0,0]"
261,25,11,0.206611,"[0,10,0,1,0]"
262,26,3,0.555556,"[0,2,0,1,0]"
263,26,8,0,"[0,8,0,0,0]"
264,24,2,0.625,"[0,1,0,1,0]"
265,22,14,0.306122,"[0,12,0,2,0]"
266,23,13,0.177515,"[0,12,0,1,0]"
267,24,6,0,"[0,6,0,0,0]"
268,24,7,0.306122,"[0,6,0,1,0]"
269,23,1,0,"[0,0,0,1,0]"
270,19,21,0.725624,"[12,0,2,1,6]"
271,20,9,0.617284,"[1,0,2,0,6]"
272,20,12,0.190972,"[11,0,0,1,0]"
273,21,5,0.4,"[4,0,0,1,0]"
274,21,7,0,"[7,0,0,0,0]"
275,18,2,0.625,"[1,1,0,0,0]"
276,17,24,0.690104,"[5,15,2,2,0]"
277,18,20,0.51875,"[1,15,2,2,0]"
278,19,6,0.763889,"[0,3,1,2,0]"
279,19,14,0.318877,"[1,12,1,0,0]"
280,20,8,0.507812,"[1,6,1,0,0]"
281,20,6,0,"[0,6,0,0,0]"
282,18,4,0,"[4,0,0,0,0]"
283,16,25,0.736,"[0,14,5,0,6]"
284,17,9,0.617284,"[0,0,5,0,4]"
285,17,16,0.273438,"[0,14,0,0,2]"
286,18,9,0.432099,"[0,7,0,0,2]"
287,18,7,0,"[0,7,0,0,0]"
288,15,19,0.692521,"[3,2,12,0,2]"
289,16,3,0.555556,"[0,1,0,0,2]"
290,16,16,0.498047,"[3,1,12,0,0]"
291,17,14,0.318877,"[1,1,12,0,0]"
292,18,13,0.177515,"[0,1,12,0,0]"
293,19,7,0,"[0,0,7,0,0]"
294,19,6,0.347222,"[0,1,5,0,0]"
295,18,1,0,"[1,0,0,0,0]"
296,17,2,0,"[2,0,0,0,0]"
297,11,2,0,"[2,0,0,0,0]"
298,8,2078,0.577756,"[16,90,5,1419,548]"
299,9,103,0.894759,"[10,33,4,39,17]"
300,10,35,0.853061,"[8,4,4,2,17]"
301,11,2,0,"[0,2,0,0,0]"
302,11,33,0.817264,"[8,2,4,2,17]"
303,12,12,0.607639,"[0,1,3,0,8]"
304,13,1,0,"[0,0,1,0,0]"
305,13,11,0.53719,"[0,1,2,0,8]"
306,14,10,0.425,"[0,1,1,0,8]"
307,14,1,0,"[0,0,1,0,0]"
308,12,21,0.821995,"[8,1,1,2,9]"
309,13,6,0.625,"[4,1,1,0,0]"
310,13,15,0.688889,"[4,0,0,2,9]"
311,14,8,0,"[0,0,0,0,8]"
312,14,7,0.714286,"[4,0,0,2,1]"
313,10,68,0.651492,"[2,29,0,37,0]"
314,11,41,0.648424,"[1,22,0,18,0]"
315,12,22,0.604339,"[0,9,0,13,0]"
316,13,16,0.625,"[0,8,0,8,0]"
317,14,11,0.495868,"[0,3,0,8,0]"
318,15,3,0.555556,"[0,2,0,1,0]"
319,15,8,0.273438,"[0,1,0,7,0]"
320,14,5,0,"[0,5,0,0,0]"
321,13,6,0.347222,"[0,1,0,5,0]"
322,12,19,0.574792,"[1,13,0,5,0]"
323,13,8,0.742188,"[1,3,0,4,0]"
324,13,11,0.206611,"[0,10,0,1,0]"
325,14,3,0.555556,"[0,2,0,1,0]"
326,14,8,0,"[0,8,0,0,0]"
327,11,27,0.545267,"[1,7,0,19,0]"
328,12,25,0.456,"[0,6,0,19,0]"
329,13,22,0.371901,"[0,4,0,18,0]"
330,14,1,0,"[0,1,0,0,0]"
331,14,21,0.306122,"[0,3,0,18,0]"
332,15,14,0.165816,"[0,1,0,13,0]"
333,16,13,0,"[0,0,0,13,0]"
334,16,1,0,"[0,1,0,0,0]"
335,15,7,0.510204,"[0,2,0,5,0]"
336,13,3,0.555556,"[0,2,0,1,0]"
337,12,2,0.625,"[1,1,0,0,0]"
338,9,1975,0.548303,"[6,57,1,1380,531]"
339,10,1861,0.545388,"[1,47,0,1298,515]"
340,11,1576,0.526943,"[1,42,0,1127,406]"
341,12,880,0.64877,"[1,24,0,484,371]"
342,13,528,0.487268,"[1,20,0,397,110]"
343,14,427,0.217738,"[0,20,0,387,20]"
344,15,410,0.144631,"[0,20,0,385,5]"
345,16,408,0.133888,"[0,20,0,385,3]"
346,17,407,0.128691,"[0,19,0,385,3]"
347,18,406,0.123198,"[0,19,0,385,2]"
348,19,88,0.208871,"[0,7,0,80,1]"
349,20,87,0.184965,"[0,7,0,80,0]"
350,21,74,0.0657414,"[0,2,0,72,0]"
351,22,34,0,"[0,0,0,34,0]"
352,22,40,0.11875,"[0,2,0,38,0]"
353,23,1,0,"[0,1,0,0,0]"
354,23,39,0.062459,"[0,1,0,38,0]"
355,24,1,0,"[0,1,0,0,0]"
356,24,38,0,"[0,0,0,38,0]"
357,21,13,0.591716,"[0,5,0,8,0]"
358,22,8,0,"[0,0,0,8,0]"
359,22,5,0,"[0,5,0,0,0]"
360,20,1,0,"[0,0,0,0,1]"
361,19,318,0.09832,"[0,12,0,305,1]"
362,20,44,0.251808,"[0,5,0,39,0]"
363,21,6,0.555556,"[0,2,0,4,0]"
364,21,38,0.181787,"[0,3,0,35,0]"
365,22,30,0.0805555,"[0,1,0,29,0]"
366,23,21,0,"[0,0,0,21,0]"
367,23,9,0.246914,"[0,1,0,8,0]"
368,22,8,0.46875,"[0,2,0,6,0]"
369,20,274,0.0710947,"[0,7,0,266,1]"
370,21,101,0.0245074,"[0,0,0,100,1]"
371,22,82,1.49012e-7,"[0,0,0,82,0]"
372,22,19,0.124654,"[0,0,0,18,1]"
373,23,17,0,"[0,0,0,17,0]"
374,23,2,0.625,"[0,0,0,1,1]"
375,21,173,0.097063,"[0,7,0,166,0]"
376,22,24,0,"[0,0,0,24,0]"
377,22,149,0.111932,"[0,7,0,142,0]"
378,23,6,0.347222,"[0,1,0,5,0]"
379,23,143,0.100494,"[0,6,0,137,0]"
380,24,2,0.625,"[0,1,0,1,0]"
381,24,141,0.0855088,"[0,5,0,136,0]"
382,25,19,0,"[0,0,0,19,0]"
383,25,122,0.09826,"[0,5,0,117,0]"
384,26,119,0.0812088,"[0,4,0,115,0]"
385,27,4,0.46875,"[0,1,0,3,0]"
386,27,115,0.0635162,"[0,3,0,112,0]"
387,28,107,0.0458555,"[0,2,0,105,0]"
388,29,1,0,"[0,1,0,0,0]"
389,29,106,0.0233623,"[0,1,0,105,0]"
390,30,81,0,"[0,0,0,81,0]"
391,30,25,0.096,"[0,1,0,24,0]"
392,31,20,0,"[0,0,0,20,0]"
393,31,5,0.4,"[0,1,0,4,0]"
394,28,8,0.273438,"[0,1,0,7,0]"
395,26,3,0.555556,"[0,1,0,2,0]"
396,18,1,0,"[0,0,0,0,1]"
397,17,1,0,"[0,1,0,0,0]"
398,16,2,0,"[0,0,0,0,2]"
399,15,17,0.259516,"[0,0,0,2,15]"
400,16,6,0.555556,"[0,0,0,2,4]"
401,16,11,0,"[0,0,0,0,11]"
402,14,101,0.245074,"[1,0,0,10,90]"
403,15,27,0.63786,"[1,0,0,10,16]"
404,16,19,0.67867,"[1,0,0,10,8]"
405,17,12,0.46875,"[0,0,0,9,3]"
406,18,6,0,"[0,0,0,6,0]"
407,18,6,0.625,"[0,0,0,3,3]"
408,17,7,0.561225,"[1,0,0,1,5]"
409,16,8,0,"[0,0,0,0,8]"
410,15,74,0,"[0,0,0,0,74]"
411,13,352,0.486243,"[0,4,0,87,261]"
412,14,281,0.17287,"[0,0,0,21,260]"
413,15,39,0.575279,"[0,0,0,14,25]"
414,16,26,0.621302,"[0,0,0,14,12]"
415,17,22,0.578512,"[0,0,0,14,8]"
416,18,13,0.621302,"[0,0,0,7,6]"
417,19,9,0.555556,"[0,0,0,3,6]"
418,19,4,0,"[0,0,0,4,0]"
419,18,9,0.432099,"[0,0,0,7,2]"
420,17,4,0,"[0,0,0,0,4]"
421,16,13,0,"[0,0,0,0,13]"
422,15,242,0.0702224,"[0,0,0,7,235]"
423,16,241,0.0606909,"[0,0,0,6,235]"
424,17,103,0,"[0,0,0,0,103]"
425,17,138,0.10397,"[0,0,0,6,132]"
426,18,101,0.139692,"[0,0,0,6,95]"
427,19,34,0.259516,"[0,0,0,4,30]"
428,20,2,0.625,"[0,0,0,1,1]"
429,20,32,0.212402,"[0,0,0,3,29]"
430,21,29,0.160523,"[0,0,0,2,27]"
431,22,10,0.4,"[0,0,0,2,8]"
432,22,19,0,"[0,0,0,0,19]"
433,21,3,0.555556,"[0,0,0,1,2]"
434,19,67,0.0723993,"[0,0,0,2,65]"
435,20,38,0.124654,"[0,0,0,2,36]"
436,21,31,0.0780438,"[0,0,0,1,30]"
437,22,25,0,"[0,0,0,0,25]"
438,22,6,0.347222,"[0,0,0,1,5]"
439,21,7,0.306122,"[0,0,0,1,6]"
440,20,29,0,"[0,0,0,0,29]"
441,18,37,0,"[0,0,0,0,37]"
442,16,1,0,"[0,0,0,1,0]"
443,14,71,0.165642,"[0,4,0,66,1]"
444,15,68,0.106509,"[0,2,0,65,1]"
445,16,67,0.0729562,"[0,1,0,65,1]"
446,17,35,0,"[0,0,0,35,0]"
447,17,32,0.148926,"[0,1,0,30,1]"
448,18,17,0,"[0,0,0,17,0]"
449,18,15,0.3,"[0,1,0,13,1]"
450,19,5,0.7,"[0,1,0,3,1]"
451,19,10,0,"[0,0,0,10,0]"
452,16,1,0,"[0,1,0,0,0]"
453,15,3,0.555556,"[0,2,0,1,0]"
454,12,696,0.179128,"[0,18,0,643,35]"
455,13,29,0.306183,"[0,1,0,25,3]"
456,14,26,0.0924556,"[0,1,0,25,0]"
457,15,14,0,"[0,0,0,14,0]"
458,15,12,0.190972,"[0,1,0,11,0]"
459,16,1,0,"[0,1,0,0,0]"
460,16,11,0,"[0,0,0,11,0]"
461,14,3,0,"[0,0,0,0,3]"
462,13,667,0.173223,"[0,17,0,618,32]"
463,14,19,0.415512,"[0,0,0,4,15]"
464,15,5,0.6,"[0,0,0,3,2]"
465,15,14,0.165816,"[0,0,0,1,13]"
466,16,4,0.46875,"[0,0,0,1,3]"
467,16,10,0,"[0,0,0,0,10]"
468,14,648,0.126011,"[0,17,0,614,17]"
469,15,145,0,"[0,0,0,145,0]"
470,15,503,0.160419,"[0,17,0,469,17]"
471,16,500,0.14777,"[0,17,0,469,14]"
472,17,19,0.692521,"[0,2,0,11,6]"
473,18,9,0.709876,"[0,1,0,3,5]"
474,18,10,0.425,"[0,1,0,8,1]"
475,17,481,0.115123,"[0,15,0,458,8]"
476,18,471,0.102731,"[0,12,0,451,8]"
477,19,29,0.368609,"[0,1,0,24,4]"
478,20,21,0.113379,"[0,0,0,20,1]"
479,21,7,0.306122,"[0,0,0,6,1]"
480,21,14,0,"[0,0,0,14,0]"
481,20,8,0.742188,"[0,1,0,4,3]"
482,19,442,0.0825254,"[0,11,0,427,4]"
483,20,438,0.0612086,"[0,11,0,427,0]"
484,21,142,0.101171,"[0,6,0,136,0]"
485,22,61,0.221715,"[0,6,0,55,0]"
486,23,19,0.415512,"[0,4,0,15,0]"
487,24,6,0,"[0,0,0,6,0]"
488,24,13,0.532544,"[0,4,0,9,0]"
489,25,11,0.578512,"[0,4,0,7,0]"
490,26,9,0.432099,"[0,2,0,7,0]"
491,26,2,0,"[0,2,0,0,0]"
492,25,2,0,"[0,0,0,2,0]"
493,23,42,0.113379,"[0,2,0,40,0]"
494,24,11,0.371901,"[0,2,0,9,0]"
495,25,1,0,"[0,1,0,0,0]"
496,25,10,0.225,"[0,1,0,9,0]"
497,24,31,0,"[0,0,0,31,0]"
498,22,81,0,"[0,0,0,81,0]"
499,21,296,0.0415164,"[0,5,0,291,0]"
500,22,11,0.371901,"[0,2,0,9,0]"
501,23,3,0.555556,"[0,2,0,1,0]"
502,23,8,0,"[0,0,0,8,0]"
503,22,285,0.0260387,"[0,3,0,282,0]"
504,23,249,0.0199191,"[0,2,0,247,0]"
505,24,191,0,"[0,0,0,191,0]"
506,24,58,0.0832343,"[0,2,0,56,0]"
507,25,50,0.0490001,"[0,1,0,49,0]"
508,26,25,0.096,"[0,1,0,24,0]"
509,27,6,0.347222,"[0,1,0,5,0]"
510,27,19,0,"[0,0,0,19,0]"
511,26,25,0,"[0,0,0,25,0]"
512,25,8,0.273438,"[0,1,0,7,0]"
513,23,36,0.0675155,"[0,1,0,35,0]"
514,24,15,0.155555,"[0,1,0,14,0]"
515,25,2,0.625,"[0,1,0,1,0]"
516,25,13,0,"[0,0,0,13,0]"
517,24,21,0,"[0,0,0,21,0]"
518,20,4,0,"[0,0,0,0,4]"
519,18,10,0.525,"[0,3,0,7,0]"
520,16,3,0,"[0,0,0,0,3]"
521,11,285,0.616774,"[0,5,0,171,109]"
522,12,103,0.518428,"[0,2,0,27,74]"
523,13,7,0,"[0,0,0,0,7]"
524,13,96,0.541721,"[0,2,0,27,67]"
525,14,30,0.225,"[0,0,0,3,27]"
526,15,27,0.171468,"[0,0,0,2,25]"
527,16,19,0,"[0,0,0,0,19]"
528,16,8,0.46875,"[0,0,0,2,6]"
529,15,3,0.555556,"[0,0,0,1,2]"
530,14,66,0.624426,"[0,2,0,24,40]"
531,15,12,0.364583,"[0,1,0,10,1]"
532,16,2,0.625,"[0,0,0,1,1]"
533,16,10,0.225,"[0,1,0,9,0]"
534,15,54,0.513546,"[0,1,0,14,39]"
535,16,50,0.467,"[0,1,0,11,38]"
536,17,12,0.364583,"[0,1,0,10,1]"
537,18,11,0.206611,"[0,1,0,10,0]"
538,19,2,0.625,"[0,1,0,1,0]"
539,19,9,0,"[0,0,0,9,0]"
540,18,1,0,"[0,0,0,0,1]"
541,17,38,0.0640582,"[0,0,0,1,37]"
542,18,9,0.246914,"[0,0,0,1,8]"
543,18,29,0,"[0,0,0,0,29]"
544,16,4,0.46875,"[0,0,0,3,1]"
545,12,182,0.420918,"[0,3,0,144,35]"
546,13,3,0.555556,"[0,2,0,1,0]"
547,13,179,0.404404,"[0,1,0,143,35]"
548,14,155,0.315921,"[0,0,0,132,23]"
549,15,135,0.202469,"[0,0,0,123,12]"
550,16,116,0.231867,"[0,0,0,104,12]"
551,17,104,0.0238073,"[0,0,0,103,1]"
552,18,97,1.49012e-7,"[0,0,0,97,0]"
553,18,7,0.306122,"[0,0,0,6,1]"
554,17,12,0.190972,"[0,0,0,1,11]"
555,18,8,0,"[0,0,0,0,8]"
556,18,4,0.46875,"[0,0,0,1,3]"
557,16,19,0,"[0,0,0,19,0]"
558,15,20,0.61875,"[0,0,0,9,11]"
559,16,16,0.615234,"[0,0,0,9,7]"
560,17,8,0,"[0,0,0,8,0]"
561,17,8,0.273438,"[0,0,0,1,7]"
562,16,4,0,"[0,0,0,0,4]"
563,14,24,0.672743,"[0,1,0,11,12]"
564,15,4,0.46875,"[0,0,0,3,1]"
565,15,20,0.66875,"[0,1,0,8,11]"
566,16,18,0.640432,"[0,1,0,6,11]"
567,17,6,0.347222,"[0,0,0,1,5]"
568,17,12,0.711806,"[0,1,0,5,6]"
569,18,5,0.4,"[0,1,0,4,0]"
570,18,7,0.306122,"[0,0,0,1,6]"
571,16,2,0,"[0,0,0,2,0]"
572,10,114,0.566521,"[5,10,1,82,16]"
573,11,36,0.827546,"[1,6,1,16,12]"
