id,depth,n_node_samples,impurity,value
54,12,5,0,"[5,0,0,0,0]"
55,11,26,0.602811,"[4,1,18,0,3]"
56,12,25,0.552,"[4,0,18,0,3]"
57,13,4,0.46875,"[1,0,0,0,3]"
58,13,21,0.306122,"[3,0,18,0,0]"
59,14,5,0.6,"[2,0,3,0,0]"
60,14,16,0.146484,"[1,0,15,0,0]"
61,15,9,0,"[0,0,9,0,0]"
62,15,7,0.306122,"[1,0,6,0,0]"
63,12,1,0,"[0,1,0,0,0]"
64,10,1,0,"[1,0,0,0,0]"
65,8,123,0.872992,"[39,6,43,1,34]"
66,9,58,0.833086,"[12,6,10,1,29]"
67,10,48,0.762804,"[8,2,10,1,27]"
68,11,5,0.6,"[3,0,0,0,2]"
69,11,43,0.739589,"[5,2,10,1,25]"
70,12,25,0.188,"[0,1,0,1,23]"
71,13,1,0,"[0,1,0,0,0]"
72,13,24,0.0998263,"[0,0,0,1,23]"
73,14,11,0.206611,"[0,0,0,1,10]"
74,15,1,0,"[0,0,0,1,0]"
75,15,10,0,"[0,0,0,0,10]"
76,14,13,0,"[0,0,0,0,13]"
77,12,18,0.748457,"[5,1,10,0,2]"
78,13,16,0.693359,"[3,1,10,0,2]"
79,14,12,0.815972,"[3,1,6,0,2]"
80,15,4,0.46875,"[0,1,3,0,0]"
81,15,8,0.820312,"[3,0,3,0,2]"
82,14,4,0,"[0,0,4,0,0]"
83,13,2,0,"[2,0,0,0,0]"
84,10,10,0.8,"[4,4,0,0,2]"
85,9,65,0.704734,"[27,0,33,0,5]"
86,10,50,0.711,"[18,0,27,0,5]"
87,11,15,0.422222,"[1,0,12,0,2]"
88,12,7,0,"[0,0,7,0,0]"
89,12,8,0.664062,"[1,0,5,0,2]"
90,11,35,0.716327,"[17,0,15,0,3]"
91,12,31,0.69719,"[14,0,15,0,2]"
92,13,16,0.537109,"[5,0,11,0,0]"
93,14,9,0.617284,"[5,0,4,0,0]"
94,14,7,0,"[0,0,7,0,0]"
95,13,15,0.688889,"[9,0,4,0,2]"
96,14,4,0,"[4,0,0,0,0]"
97,14,11,0.785124,"[5,0,4,0,2]"
98,15,5,0.4,"[0,0,4,0,1]"
99,15,6,0.347222,"[5,0,0,0,1]"
100,12,4,0.46875,"[3,0,0,0,1]"
101,10,15,0.6,"[9,0,6,0,0]"
102,11,6,0.347222,"[5,0,1,0,0]"
103,11,9,0.617284,"[4,0,5,0,0]"
104,7,23,0.373346,"[19,1,0,0,3]"
105,8,20,0.11875,"[19,1,0,0,0]"
106,9,11,0,"[11,0,0,0,0]"
107,9,9,0.246914,"[8,1,0,0,0]"
108,8,3,0,"[0,0,0,0,3]"
109,6,107,0.787623,"[55,3,24,0,25]"
110,7,42,0.776644,"[12,2,6,0,22]"
111,8,30,0.597222,"[4,2,3,0,21]"
112,9,27,0.534979,"[2,2,3,0,20]"
113,10,18,0.362654,"[0,2,1,0,15]"
114,11,16,0.273438,"[0,2,0,0,14]"
115,12,15,0.155555,"[0,1,0,0,14]"
116,13,14,0,"[0,0,0,0,14]"
117,13,1,0,"[0,1,0,0,0]"
118,12,1,0,"[0,1,0,0,0]"
119,11,2,0.625,"[0,0,1,0,1]"
120,10,9,0.740741,"[2,0,2,0,5]"
121,9,3,0.555556,"[2,0,0,0,1]"
122,8,12,0.607639,"[8,0,3,0,1]"
123,9,8,0.742188,"[4,0,3,0,1]"
124,9,4,0,"[4,0,0,0,0]"
125,7,65,0.604142,"[43,1,18,0,3]"
126,8,51,0.685313,"[29,1,18,0,3]"
127,9,8,0.507812,"[6,0,1,0,1]"
128,9,43,0.693618,"[23,1,17,0,2]"
129,10,17,0.389273,"[14,1,1,0,1]"
130,11,1,0,"[0,0,1,0,0]"
131,11,16,0.283203,"[14,1,0,0,1]"
132,12,13,0.177515,"[12,0,0,0,1]"
133,13,12,0,"[12,0,0,0,0]"
134,13,1,0,"[0,0,0,0,1]"
135,12,3,0.555556,"[2,1,0,0,0]"
136,10,26,0.625,"[9,0,16,0,1]"
137,11,23,0.557656,"[6,0,16,0,1]"
138,12,20,0.60625,"[6,0,13,0,1]"
139,13,7,0.765306,"[3,0,3,0,1]"
140,13,13,0.443787,"[3,0,10,0,0]"
141,14,5,0.6,"[2,0,3,0,0]"
142,14,8,0.273438,"[1,0,7,0,0]"
143,12,3,0,"[0,0,3,0,0]"
144,11,3,0,"[3,0,0,0,0]"
145,8,14,0,"[14,0,0,0,0]"
146,5,402,0.69463,"[23,205,2,171,1]"
147,6,92,0.617616,"[4,59,1,28,0]"
148,7,82,0.619795,"[2,51,1,28,0]"
149,8,49,0.649729,"[0,24,1,24,0]"
150,9,42,0.644841,"[0,18,1,23,0]"
151,10,37,0.657414,"[0,18,1,18,0]"
152,11,27,0.63786,"[0,10,1,16,0]"
153,12,7,0.714286,"[0,4,1,2,0]"
154,12,20,0.525,"[0,6,0,14,0]"
155,13,6,0,"[0,0,0,6,0]"
156,13,14,0.612245,"[0,6,0,8,0]"
157,14,2,0,"[0,2,0,0,0]"
158,14,12,0.555556,"[0,4,0,8,0]"
159,15,5,0,"[0,0,0,5,0]"
160,15,7,0.612245,"[0,4,0,3,0]"
161,11,10,0.4,"[0,8,0,2,0]"
162,10,5,0,"[0,0,0,5,0]"
163,9,7,0.306122,"[0,6,0,1,0]"
164,8,33,0.390266,"[2,27,0,4,0]"
165,9,21,0.385488,"[0,17,0,4,0]"
166,10,9,0.555556,"[0,6,0,3,0]"
167,10,12,0.190972,"[0,11,0,1,0]"
168,11,11,0,"[0,11,0,0,0]"
169,11,1,0,"[0,0,0,1,0]"
170,9,12,0.347222,"[2,10,0,0,0]"
171,10,11,0.206611,"[1,10,0,0,0]"
172,11,8,0,"[0,8,0,0,0]"
173,11,3,0.555556,"[1,2,0,0,0]"
174,10,1,0,"[1,0,0,0,0]"
175,7,10,0.4,"[2,8,0,0,0]"
176,6,310,0.702029,"[19,146,1,143,1]"
177,7,16,0.625,"[8,8,0,0,0]"
178,8,13,0.591716,"[8,5,0,0,0]"
179,9,1,0,"[0,1,0,0,0]"
180,9,12,0.555556,"[8,4,0,0,0]"
181,10,4,0,"[0,4,0,0,0]"
182,10,8,0,"[8,0,0,0,0]"
183,8,3,0,"[0,3,0,0,0]"
184,7,294,0.677091,"[11,138,1,143,1]"
185,8,290,0.677348,"[11,134,1,143,1]"
186,9,174,0.623183,"[3,66,0,104,1]"
187,10,76,0.573494,"[1,50,0,25,0]"
188,11,61,0.587208,"[0,38,0,23,0]"
189,12,47,0.611136,"[0,27,0,20,0]"
190,13,45,0.6,"[0,27,0,18,0]"
191,14,22,0.619835,"[0,10,0,12,0]"
192,15,17,0.605536,"[0,10,0,7,0]"
193,16,13,0.532544,"[0,9,0,4,0]"
194,17,3,0.555556,"[0,1,0,2,0]"
195,17,10,0.4,"[0,8,0,2,0]"
196,16,4,0.46875,"[0,1,0,3,0]"
197,15,5,0,"[0,0,0,5,0]"
198,14,23,0.482042,"[0,17,0,6,0]"
199,15,2,0,"[0,0,0,2,0]"
200,15,21,0.385488,"[0,17,0,4,0]"
201,16,16,0.46875,"[0,12,0,4,0]"
202,17,1,0,"[0,0,0,1,0]"
203,17,15,0.4,"[0,12,0,3,0]"
204,18,10,0.225,"[0,9,0,1,0]"
205,18,5,0.6,"[0,3,0,2,0]"
206,16,5,0,"[0,5,0,0,0]"
207,13,2,0,"[0,0,0,2,0]"
208,12,14,0.420918,"[0,11,0,3,0]"
209,13,11,0,"[0,11,0,0,0]"
210,13,3,0,"[0,0,0,3,0]"
211,11,15,0.422222,"[1,12,0,2,0]"
212,12,1,0,"[1,0,0,0,0]"
213,12,14,0.306122,"[0,12,0,2,0]"
214,13,6,0,"[0,6,0,0,0]"
215,13,8,0.46875,"[0,6,0,2,0]"
216,10,98,0.403738,"[2,16,0,79,1]"
217,11,91,0.33601,"[2,11,0,77,1]"
218,12,89,0.295102,"[0,11,0,77,1]"
219,13,87,0.276126,"[0,11,0,76,0]"
220,14,86,0.256896,"[0,10,0,76,0]"
221,15,17,0.519031,"[0,5,0,12,0]"
222,16,16,0.46875,"[0,4,0,12,0]"
223,17,1,0,"[0,1,0,0,0]"
224,17,15,0.4,"[0,3,0,12,0]"
225,18,3,0,"[0,3,0,0,0]"
226,18,12,0,"[0,0,0,12,0]"
227,16,1,0,"[0,1,0,0,0]"
228,15,69,0.168032,"[0,5,0,64,0]"
229,16,57,0.200062,"[0,5,0,52,0]"
230,17,37,0.292184,"[0,5,0,32,0]"
231,18,36,0.246914,"[0,4,0,32,0]"
232,19,30,0.155555,"[0,2,0,28,0]"
233,20,13,0.325444,"[0,2,0,11,0]"
234,21,5,0,"[0,0,0,5,0]"
235,21,8,0.46875,"[0,2,0,6,0]"
236,20,17,0,"[0,0,0,17,0]"
237,19,6,0.555556,"[0,2,0,4,0]"
238,18,1,0,"[0,1,0,0,0]"
239,17,20,0,"[0,0,0,20,0]"
240,16,12,0,"[0,0,0,12,0]"
241,14,1,0,"[0,1,0,0,0]"
242,13,2,0.625,"[0,0,0,1,1]"
243,12,2,0,"[2,0,0,0,0]"
244,11,7,0.510204,"[0,5,0,2,0]"
245,9,116,0.67312,"[8,68,1,39,0]"
246,10,20,0.41875,"[1,16,0,3,0]"
247,11,2,0.625,"[1,0,0,1,0]"
248,11,18,0.246914,"[0,16,0,2,0]"
249,12,16,0.146484,"[0,15,0,1,0]"
250,13,4,0.46875,"[0,3,0,1,0]"
251,13,12,0,"[0,12,0,0,0]"
252,12,2,0.625,"[0,1,0,1,0]"
253,10,96,0.700684,"[7,52,1,36,0]"
254,11,8,0.78125,"[2,2,0,4,0]"
255,11,88,0.676976,"[5,50,1,32,0]"
256,12,41,0.700476,"[3,17,0,21,0]"
257,13,18,0.594136,"[0,11,0,7,0]"
258,14,4,0,"[0,4,0,0,0]"
259,14,14,0.625,"[0,7,0,7,0]"
260,15,5,0,"[0,5,0,0,0]"
261,15,9,0.432099,"[0,2,0,7,0]"
262,13,23,0.680529,"[3,6,0,14,0]"
263,14,18,0.54784,"[2,3,0,13,0]"
264,15,9,0,"[0,0,0,9,0]"
265,15,9,0.802469,"[2,3,0,4,0]"
266,14,5,0.7,"[1,3,0,1,0]"
267,12,47,0.562472,"[2,33,1,11,0]"
268,13,46,0.534026,"[1,33,1,11,0]"
269,14,40,0.410937,"[0,32,1,7,0]"
270,15,27,0,"[0,27,0,0,0]"
271,15,13,0.695266,"[0,5,1,7,0]"
272,16,4,0,"[0,4,0,0,0]"
273,16,9,0.462963,"[0,1,1,7,0]"
274,14,6,0.625,"[1,1,0,4,0]"
275,13,1,0,"[1,0,0,0,0]"
276,8,4,0,"[0,4,0,0,0]"
277,4,593,0.956735,"[163,100,154,30,146]"
278,5,443,0.952858,"[69,93,105,30,146]"
279,6,19,0.761773,"[6,10,1,0,2]"
280,7,9,0.462963,"[1,7,1,0,0]"
281,7,10,0.775,"[5,3,0,0,2]"
282,6,424,0.948861,"[63,83,104,30,144]"
283,7,419,0.950083,"[63,83,101,30,142]"
284,8,107,0.396323,"[15,0,87,0,5]"
285,9,97,0.320704,"[9,0,83,0,5]"
286,10,94,0.266806,"[6,0,83,0,5]"
287,11,1,0,"[0,0,0,0,1]"
288,11,93,0.246849,"[6,0,83,0,4]"
289,12,72,0.164448,"[2,0,67,0,3]"
290,13,28,0.385842,"[2,0,23,0,3]"
291,14,1,0,"[0,0,0,0,1]"
292,14,27,0.329218,"[2,0,23,0,2]"
293,15,10,0,"[0,0,10,0,0]"
294,15,17,0.484429,"[2,0,13,0,2]"
295,16,7,0.816326,"[2,0,3,0,2]"
296,16,10,0,"[0,0,10,0,0]"
297,13,44,0,"[0,0,44,0,0]"
298,12,21,0.47619,"[4,0,16,0,1]"
299,13,10,0.225,"[0,0,9,0,1]"
300,13,11,0.578512,"[4,0,7,0,0]"
301,14,1,0,"[1,0,0,0,0]"
302,14,10,0.525,"[3,0,7,0,0]"
303,10,3,0,"[3,0,0,0,0]"
304,9,10,0.6,"[6,0,4,0,0]"
305,8,312,0.876865,"[48,83,14,30,137]"
306,9,275,0.848992,"[30,70,14,29,132]"
307,10,207,0.780473,"[19,37,10,24,117]"
308,11,197,0.762388,"[18,31,10,23,115]"
309,12,88,0.651795,"[6,8,5,10,59]"
310,13,83,0.607853,"[5,5,5,10,58]"
311,14,16,0.791016,"[0,3,0,7,6]"
312,15,5,0.7,"[0,3,0,1,1]"
313,15,11,0.619835,"[0,0,0,6,5]"
314,16,2,0,"[0,0,0,2,0]"
315,16,9,0.617284,"[0,0,0,4,5]"
316,14,67,0.479505,"[5,2,5,3,52]"
317,15,25,0.272,"[2,0,1,0,22]"
318,16,24,0.195312,"[1,0,1,0,22]"
319,17,4,0.46875,"[1,0,0,0,3]"
320,17,20,0.11875,"[0,0,1,0,19]"
321,18,7,0.306122,"[0,0,1,0,6]"
322,18,13,0,"[0,0,0,0,13]"
323,16,1,0,"[1,0,0,0,0]"
324,15,42,0.585317,"[3,2,4,3,30]"
325,16,26,0.769231,"[3,1,4,3,15]"
326,17,21,0.64059,"[1,0,3,3,14]"
327,18,19,0.533241,"[1,0,1,3,14]"
328,19,2,0,"[0,0,0,2,0]"
329,19,17,0.389273,"[1,0,1,1,14]"
330,20,16,0.283203,"[1,0,1,0,14]"
331,21,1,0,"[0,0,1,0,0]"
332,21,15,0.155555,"[1,0,0,0,14]"
333,22,11,0,"[0,0,0,0,11]"
334,22,4,0.46875,"[1,0,0,0,3]"
335,20,1,0,"[0,0,0,1,0]"
336,18,2,0,"[0,0,2,0,0]"
337,17,5,0.9,"[2,1,1,0,1]"
338,16,16,0.146484,"[0,1,0,0,15]"
339,17,7,0,"[0,0,0,0,7]"
340,17,9,0.246914,"[0,1,0,0,8]"
341,13,5,0.7,"[1,3,0,0,1]"
342,12,109,0.828844,"[12,23,5,13,56]"
343,13,26,0.713757,"[0,15,0,4,7]"
344,14,13,0.443787,"[0,10,0,3,0]"
345,15,12,0.347222,"[0,10,0,2,0]"
346,16,6,0,"[0,6,0,0,0]"
347,16,6,0.555556,"[0,4,0,2,0]"
348,15,1,0,"[0,0,0,1,0]"
349,14,13,0.695266,"[0,5,0,1,7]"
350,15,9,0.462963,"[0,1,0,1,7]"
351,15,4,0,"[0,4,0,0,0]"
352,13,83,0.757367,"[12,8,5,9,49]"
353,14,51,0.515186,"[0,6,0,7,38]"
354,15,3,0,"[0,3,0,0,0]"
355,15,48,0.435113,"[0,3,0,7,38]"
356,16,41,0.169542,"[0,0,0,3,38]"
357,17,39,0.12163,"[0,0,0,2,37]"
358,18,32,0.0756836,"[0,0,0,1,31]"
359,19,16,0.146484,"[0,0,0,1,15]"
360,20,8,0,"[0,0,0,0,8]"
361,20,8,0.273438,"[0,0,0,1,7]"
362,19,16,0,"[0,0,0,0,16]"
363,18,7,0.306122,"[0,0,0,1,6]"
364,17,2,0.625,"[0,0,0,1,1]"
365,16,7,0.612245,"[0,3,0,4,0]"
366,14,32,0.88623,"[12,2,5,2,11]"
367,15,3,0,"[3,0,0,0,0]"
368,15,29,0.900713,"[9,2,5,2,11]"
369,16,24,0.828993,"[8,2,1,2,11]"
370,17,15,0.877778,"[6,1,1,2,5]"
371,18,4,0.46875,"[3,0,0,0,1]"
372,18,11,0.929752,"[3,1,1,2,4]"
373,19,5,0.7,"[3,1,0,0,1]"
374,19,6,0.763889,"[0,0,1,2,3]"
375,17,9,0.617284,"[2,1,0,0,6]"
376,16,5,0.4,"[1,0,4,0,0]"
377,11,10,0.725,"[1,6,0,1,2]"
378,10,68,0.850995,"[11,33,4,5,15]"
379,11,32,0.461426,"[1,25,0,4,2]"
380,12,25,0.188,"[0,23,0,1,1]"
381,13,2,0.625,"[0,1,0,1,0]"
382,13,23,0.10397,"[0,22,0,0,1]"
383,14,1,0,"[0,0,0,0,1]"
384,14,22,0,"[0,22,0,0,0]"
385,12,7,0.867347,"[1,2,0,3,1]"
386,11,36,0.912423,"[10,8,4,1,13]"
387,12,33,0.893021,"[10,5,4,1,13]"
388,13,24,0.755208,"[7,1,3,0,13]"
389,14,16,0.498047,"[3,0,1,0,12]"
390,15,1,0,"[0,0,1,0,0]"
391,15,15,0.4,"[3,0,0,0,12]"
392,16,12,0.190972,"[1,0,0,0,11]"
393,17,11,0,"[0,0,0,0,11]"
394,17,1,0,"[1,0,0,0,0]"
395,16,3,0.555556,"[2,0,0,0,1]"
396,14,8,0.820312,"[4,1,2,0,1]"
397,13,9,0.833333,"[3,4,1,1,0]"
398,12,3,0,"[0,3,0,0,0]"
399,9,37,0.776114,"[18,13,0,1,5]"
400,10,21,0.793651,"[6,10,0,0,5]"
401,11,14,0.573979,"[5,9,0,0,0]"
402,12,9,0,"[0,9,0,0,0]"
403,12,5,0,"[5,0,0,0,0]"
404,11,7,0.561225,"[1,1,0,0,5]"
405,10,16,0.498047,"[12,3,0,1,0]"
406,11,13,0.340237,"[11,1,0,1,0]"
407,12,1,0,"[0,0,0,1,0]"
408,12,12,0.190972,"[11,1,0,0,0]"
409,13,1,0,"[0,1,0,0,0]"
410,13,11,0,"[11,0,0,0,0]"
411,11,3,0.555556,"[1,2,0,0,0]"
412,7,5,0.6,"[0,0,3,0,2]"
413,5,150,0.623,"[94,7,49,0,0]"
414,6,22,0.604339,"[9,0,13,0,0]"
415,7,19,0.540166,"[6,0,13,0,0]"
416,8,13,0,"[0,0,13,0,0]"
417,8,6,0,"[6,0,0,0,0]"
418,7,3,0,"[3,0,0,0,0]"
419,6,128,0.596161,"[85,7,36,0,0]"
420,7,63,0.347065,"[53,3,7,0,0]"
421,8,16,0.673828,"[9,1,6,0,0]"
422,9,10,0.675,"[3,1,6,0,0]"
423,9,6,0,"[6,0,0,0,0]"
424,8,47,0.151652,"[44,2,1,0,0]"
425,9,25,0.272,"[22,2,1,0,0]"
426,10,5,0.4,"[4,0,1,0,0]"
427,10,20,0.225,"[18,2,0,0,0]"
428,11,11,0.371901,"[9,2,0,0,0]"
429,12,4,0,"[4,0,0,0,0]"
430,12,7,0.510204,"[5,2,0,0,0]"
431,11,9,0,"[9,0,0,0,0]"
432,9,22,0,"[22,0,0,0,0]"
433,7,65,0.693491,"[32,4,29,0,0]"
434,8,56,0.64493,"[26,1,29,0,0]"
435,9,55,0.62314,"[26,0,29,0,0]"
436,10,37,0.46019,"[9,0,28,0,0]"
437,11,33,0.371901,"[6,0,27,0,0]"
438,12,24,0.190972,"[2,0,22,0,0]"
439,13,7,0.510204,"[2,0,5,0,0]"
440,13,17,0,"[0,0,17,0,0]"
441,12,9,0.617284,"[4,0,5,0,0]"
442,11,4,0.46875,"[3,0,1,0,0]"
443,10,18,0.131173,"[17,0,1,0,0]"
444,11,16,0,"[16,0,0,0,0]"
445,11,2,0.625,"[1,0,1,0,0]"
446,9,1,0,"[0,1,0,0,0]"
447,8,9,0.555556,"[6,3,0,0,0]"
448,3,206,0.936764,"[72,58,30,31,15]"
449,4,28,0.809949,"[4,15,1,5,3]"
450,5,20,0.55625,"[0,14,0,5,1]"
451,6,9,0.462963,"[0,7,0,1,1]"
452,6,11,0.578512,"[0,7,0,4,0]"
453,7,8,0.625,"[0,4,0,4,0]"
454,7,3,0,"[0,3,0,0,0]"
455,5,8,0.820312,"[4,1,1,0,2]"
456,4,178,0.929097,"[68,43,29,26,12]"
457,5,85,0.848789,"[10,40,3,23,9]"
458,6,72,0.869502,"[9,30,2,23,8]"
459,7,45,0.908642,"[8,16,1,14,6]"
460,8,33,0.9045,"[5,9,1,13,5]"
461,9,13,0.739645,"[2,0,0,7,4]"
462,10,10,0.575,"[2,0,0,7,1]"
463,10,3,0,"[0,0,0,0,3]"
464,9,20,0.85,"[3,9,1,6,1]"
465,10,3,0,"[0,0,0,3,0]"
466,10,17,0.813149,"[3,9,1,3,1]"
467,11,15,0.733333,"[3,9,1,1,1]"
468,12,6,0.902778,"[2,2,0,1,1]"
469,12,9,0.462963,"[1,7,1,0,0]"
470,11,2,0,"[0,0,0,2,0]"
471,8,12,0.729167,"[3,7,0,1,1]"
472,9,11,0.640496,"[3,7,0,0,1]"
473,10,7,0.306122,"[1,6,0,0,0]"
474,10,4,0.78125,"[2,1,0,0,1]"
475,9,1,0,"[0,0,0,1,0]"
476,7,27,0.764746,"[1,14,1,9,2]"
477,8,16,0.693359,"[0,7,1,8,0]"
478,9,6,0.347222,"[0,5,0,1,0]"
479,9,10,0.575,"[0,2,1,7,0]"
480,8,11,0.681818,"[1,7,0,1,2]"
481,9,6,0,"[0,6,0,0,0]"
482,9,5,0.9,"[1,1,0,1,2]"
483,6,13,0.488166,"[1,10,1,0,1]"
484,7,12,0.364583,"[0,10,1,0,1]"
485,8,2,0.625,"[0,1,0,0,1]"
486,8,10,0.225,"[0,9,1,0,0]"
487,7,1,0,"[1,0,0,0,0]"
488,5,93,0.662215,"[58,3,26,3,3]"
489,6,67,0.698374,"[36,2,26,1,2]"
490,7,33,0.732323,"[11,1,18,1,2]"
491,8,20,0.525,"[2,1,15,1,1]"
492,9,3,0.555556,"[2,0,1,0,0]"
493,9,17,0.389273,"[0,1,14,1,1]"
494,10,15,0.155555,"[0,0,14,0,1]"
495,11,3,0.555556,"[0,0,2,0,1]"
496,11,12,0,"[0,0,12,0,0]"
497,10,2,0.625,"[0,1,0,1,0]"
498,8,13,0.576923,"[9,0,3,0,1]"
499,9,10,0.675,"[6,0,3,0,1]"
500,9,3,0,"[3,0,0,0,0]"
501,7,34,0.503893,"[25,1,8,0,0]"
502,8,27,0.58299,"[18,1,8,0,0]"
503,9,23,0.444234,"[18,1,4,0,0]"
504,10,22,0.371901,"[18,0,4,0,0]"
505,11,5,0.6,"[3,0,2,0,0]"
506,11,17,0.259515,"[15,0,2,0,0]"
507,12,16,0.146484,"[15,0,1,0,0]"
508,13,9,0,"[9,0,0,0,0]"
509,13,7,0.306122,"[6,0,1,0,0]"
510,12,1,0,"[0,0,1,0,0]"
511,10,1,0,"[0,1,0,0,0]"
512,9,4,0,"[0,0,4,0,0]"
513,8,7,0,"[7,0,0,0,0]"
514,6,26,0.343935,"[22,1,0,2,1]"
515,7,18,0.131173,"[17,1,0,0,0]"
516,8,16,0,"[16,0,0,0,0]"
517,8,2,0.625,"[1,1,0,0,0]"
518,7,8,0.664062,"[5,0,0,2,1]"
519,2,10013,0.99395,"[1661,2216,1612,2396,2128]"
520,3,4305,0.68247,"[114,1997,8,2099,87]"
521,4,3786,0.658321,"[64,1663,0,2003,56]"
522,5,3647,0.655314,"[55,1581,0,1955,56]"
523,6,3555,0.643816,"[27,1533,0,1943,52]"
524,7,3414,0.631932,"[8,1443,0,1918,45]"
525,8,507,0.655498,"[4,264,0,229,10]"
526,9,371,0.654093,"[3,186,0,176,6]"
527,10,222,0.613231,"[1,129,0,92,0]"
528,11,150,0.624556,"[0,73,0,77,0]"
529,12,59,0.120655,"[0,56,0,3,0]"
530,13,34,0,"[0,34,0,0,0]"
531,13,25,0.264,"[0,22,0,3,0]"
532,14,1,0,"[0,0,0,1,0]"
533,14,24,0.190972,"[0,22,0,2,0]"
534,15,19,0,"[0,19,0,0,0]"
535,15,5,0.6,"[0,3,0,2,0]"
536,12,91,0.379785,"[0,17,0,74,0]"
537,13,64,0.448608,"[0,15,0,49,0]"
538,14,24,0.585938,"[0,15,0,9,0]"
539,15,15,0.288889,"[0,13,0,2,0]"
540,16,13,0.177515,"[0,12,0,1,0]"
541,17,6,0.347222,"[0,5,0,1,0]"
542,17,7,0,"[0,7,0,0,0]"
543,16,2,0.625,"[0,1,0,1,0]"
544,15,9,0.432099,"[0,2,0,7,0]"
545,14,40,0,"[0,0,0,40,0]"
546,13,27,0.171468,"[0,2,0,25,0]"
547,14,16,0,"[0,0,0,16,0]"
548,14,11,0.371901,"[0,2,0,9,0]"
549,15,6,0.555556,"[0,2,0,4,0]"
550,15,5,0,"[0,0,0,5,0]"
551,11,72,0.439333,"[1,56,0,15,0]"
552,12,71,0.416584,"[0,56,0,15,0]"
553,13,35,0.583673,"[0,22,0,13,0]"
554,14,14,0.420918,"[0,11,0,3,0]"
555,15,10,0.225,"[0,9,0,1,0]"
556,15,4,0.625,"[0,2,0,2,0]"
557,14,21,0.623583,"[0,11,0,10,0]"
558,15,16,0.585938,"[0,10,0,6,0]"
559,16,12,0.625,"[0,6,0,6,0]"
560,17,10,0.6,"[0,4,0,6,0]"
561,17,2,0,"[0,2,0,0,0]"
562,16,4,0,"[0,4,0,0,0]"
563,15,5,0.4,"[0,1,0,4,0]"
564,13,36,0.131173,"[0,34,0,2,0]"
565,14,3,0.555556,"[0,2,0,1,0]"
566,14,33,0.0734618,"[0,32,0,1,0]"
567,15,13,0.177515,"[0,12,0,1,0]"
568,16,12,0,"[0,12,0,0,0]"
569,16,1,0,"[0,0,0,1,0]"
570,15,20,0,"[0,20,0,0,0]"
571,12,1,0,"[1,0,0,0,0]"
572,10,149,0.667538,"[2,57,0,84,6]"
573,11,94,0.543232,"[0,30,0,64,0]"
574,12,88,0.508458,"[0,25,0,63,0]"
575,13,25,0.264,"[0,22,0,3,0]"
576,14,9,0.432099,"[0,7,0,2,0]"
